accuracy,f1,auc,log_loss,brier,mrr,top3_accuracy,top3_recall,top3_precision,race,season,has_ground_truth,model
0.9090909090909091,0.6666666666666666,0.9824561403508772,0.20272205201424853,0.06010959840656241,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,Australian Grand Prix,2026,True,random_forest
0.8181818181818182,0.3333333333333333,0.8596491228070176,0.374823291443207,0.12234869803658008,0.2809523809523809,0.3333333333333333,0.3333333333333333,0.3333333333333333,Canadian Grand Prix,2026,True,random_forest
1.0,1.0,1.0,0.09181501869370803,0.018770586248699414,0.611111111111111,1.0,1.0,1.0,Chinese Grand Prix,2026,True,random_forest
0.9090909090909091,0.6666666666666666,0.9649122807017545,0.21853066845771682,0.07070355518177782,0.5277777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,Japanese Grand Prix,2026,True,random_forest
0.8181818181818182,0.3333333333333333,0.8596491228070176,0.339658327163147,0.10379614474493316,0.44166666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,Miami Grand Prix,2026,True,random_forest
