driver,team,qualifying_position,gap_to_pole_norm,quali_stage
PIA,MCLAREN,1.0,1.4891988080361243,3
RUS,MERCEDES,2.0,1.2981373702186612,3
LEC,FERRARI,3.0,1.109350473327607,3
ANT,MERCEDES,4.0,1.0661341957260433,3
GAS,ALPINE,5.0,1.0627223843364457,3
NOR,MCLAREN,6.0,1.0047215907132874,3
VER,RED BULL RACING,7.0,0.8273073984542143,3
SAI,WILLIAMS,8.0,0.535028889412029,3
HAM,FERRARI,9.0,0.43040000679770923,3
TSU,RED BULL RACING,10.0,-0.17349060916102615,3
DOO,ALPINE,11.0,-0.10752892229548415,2
HAD,RACING BULLS,12.0,-0.1370979543386576,2
ALO,ASTON MARTIN,13.0,-0.8365192892061246,2
OCO,HAAS F1 TEAM,14.0,-0.5044363139519731,1
ALB,WILLIAMS,15.0,-1.0116589405388046,1
HUL,KICK SAUBER,16.0,-1.0423652430451664,1
LAW,RACING BULLS,17.0,-1.1538177484386976,1
BOR,KICK SAUBER,18.0,-1.1777004281658803,1
STR,ASTON MARTIN,19.0,-1.2880156630961905,1
BEA,HAAS F1 TEAM,20.0,-1.3903700047841174,1
