driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,2.173520947218381,3
NOR,MCLAREN,2.0,1.3072431761176628,3
RUS,MERCEDES,3.0,1.0456444432605223,3
SAI,FERRARI,4.0,1.0220576722652157,3
HAM,MERCEDES,5.0,0.9105565730146167,3
LEC,FERRARI,6.0,0.6082170538928583,3
PIA,MCLAREN,7.0,0.5996400462581875,3
PER,RED BULL RACING,8.0,0.26942525232377174,3
HUL,HAAS F1 TEAM,9.0,-0.12297284696195425,3
OCO,ALPINE,10.0,-1.1908102974771475,3
RIC,RB,11.0,0.082875336269902,2
MAG,HAAS F1 TEAM,12.0,-0.0414912744326575,2
GAS,ALPINE,13.0,-0.06722229733663954,2
TSU,RB,14.0,-0.1808676484959138,2
ALO,ASTON MARTIN,15.0,-0.6676128317628666,2
ALB,WILLIAMS,16.0,-0.8756052669033981,1
STR,ASTON MARTIN,17.0,-1.053578175322597,1
BOT,KICK SAUBER,18.0,-1.1136172287652015,1
SAR,WILLIAMS,19.0,-1.132915495943188,1
ZHO,KICK SAUBER,20.0,-1.572487137219558,1
