driver,team,qualifying_position,gap_to_pole_norm,quali_stage
LEC,FERRARI,1.0,1.3846406192881304,3
PIA,MCLAREN,2.0,1.2973663014663457,3
NOR,MCLAREN,3.0,1.2470157334922298,3
RUS,MERCEDES,4.0,1.206735279112937,3
ALO,ASTON MARTIN,5.0,1.0187598253429206,3
STR,ASTON MARTIN,6.0,0.9616958483055575,3
BOR,KICK SAUBER,7.0,0.19972391963066827,3
VER,RED BULL RACING,8.0,0.1896538060358451,3
LAW,RACING BULLS,9.0,-0.12251971540367303,3
HAD,RACING BULLS,10.0,-0.4380499413748148,3
BEA,HAAS F1 TEAM,11.0,0.30378176011047586,2
HAM,FERRARI,12.0,0.27692812385763,2
SAI,WILLIAMS,13.0,0.011748465860604046,2
COL,ALPINE,14.0,-1.2570858470870672,2
ANT,MERCEDES,15.0,-2.0190577757619566,2
TSU,RED BULL RACING,16.0,-0.3843426688690753,1
GAS,ALPINE,17.0,-0.6092418724867609,1
OCO,HAAS F1 TEAM,18.0,-0.8005740307884011,1
HUL,KICK SAUBER,19.0,-0.9952628936216648,1
ALB,WILLIAMS,20.0,-1.4719149371099296,1
