driver,team,qualifying_position,gap_to_pole_norm,quali_stage
NOR,MCLAREN,1.0,1.247075273662561,3
VER,RED BULL RACING,2.0,1.148325487954365,3
SAI,WILLIAMS,3.0,1.1364021392156043,3
RUS,MERCEDES,4.0,0.9813986056117244,3
PIA,MCLAREN,5.0,0.9330937568752083,3
LAW,RACING BULLS,6.0,0.902215340910727,3
ALO,ASTON MARTIN,7.0,0.7787016770528018,3
HAD,RACING BULLS,8.0,0.7517977106679045,3
LEC,FERRARI,9.0,0.6545765594133988,3
GAS,ALPINE,10.0,0.14462410566334466,3
HUL,KICK SAUBER,11.0,-0.23478296574181998,2
STR,ASTON MARTIN,12.0,-0.25587812120269987,2
OCO,HAAS F1 TEAM,13.0,-0.2977627052337295,2
BEA,HAAS F1 TEAM,14.0,-0.33047548254263553,2
COL,ALPINE,15.0,-0.5105486211869924,2
ALB,WILLIAMS,16.0,-1.2861777429878787,1
ANT,MERCEDES,17.0,-1.3149160707171963,1
BOR,KICK SAUBER,18.0,-1.4249777513826793,1
TSU,RED BULL RACING,19.0,-1.4628878858341208,1
HAM,FERRARI,20.0,-1.5598033101978874,1
