driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,1.4019193938274652,3
NOR,MCLAREN,2.0,1.2843769744804143,3
ANT,MERCEDES,3.0,1.2807602846543602,3
PIA,MCLAREN,4.0,1.0926924136991147,3
RUS,MERCEDES,5.0,1.0746089645687933,3
SAI,WILLIAMS,6.0,0.7418735005710532,3
ALB,WILLIAMS,7.0,0.537530525398526,3
LEC,FERRARI,8.0,0.40732969166027316,3
OCO,HAAS F1 TEAM,9.0,0.28074554774810007,3
TSU,RED BULL RACING,10.0,0.06555250309738518,3
HAD,RACING BULLS,11.0,-0.01401467307598299,2
HAM,FERRARI,12.0,-0.04837322642358605,2
BOR,KICK SAUBER,13.0,-0.3105832388131059,2
DOO,ALPINE,14.0,-0.37387531076921815,2
LAW,RACING BULLS,15.0,-0.6939523603757307,2
HUL,KICK SAUBER,16.0,-0.892870300809164,1
ALO,ASTON MARTIN,17.0,-1.1297634844162543,1
GAS,ALPINE,18.0,-1.3214480451975539,1
STR,ASTON MARTIN,19.0,-1.5384494347613087,1
BEA,HAAS F1 TEAM,20.0,-1.8440597250635793,1
