driver,team,qualifying_position,gap_to_pole_norm,quali_stage
NOR,MCLAREN,1.0,1.4087553056804019,3
VER,RED BULL RACING,2.0,1.1081221103551904,3
HAM,MERCEDES,3.0,0.9407745681298176,3
RUS,MERCEDES,4.0,0.9022698239009551,3
PIA,MCLAREN,5.0,0.7749079776055404,3
HUL,HAAS F1 TEAM,6.0,0.5349938020258135,3
ALO,ASTON MARTIN,7.0,0.3883795836159676,3
TSU,RB,8.0,0.18104634546063686,3
LEC,FERRARI,9.0,1.0799840280341018,2
SAI,FERRARI,10.0,0.5453604639335664,2
ALB,WILLIAMS,11.0,0.003332141327490251,2
COL,WILLIAMS,12.0,-0.007034520580262604,2
PER,RED BULL RACING,13.0,-0.152167787288992,2
MAG,HAAS F1 TEAM,14.0,-0.2617582131711131,2
OCO,ALPINE,15.0,-0.43354861049981447,2
RIC,RB,16.0,-0.9015293480503989,1
STR,ASTON MARTIN,17.0,-0.9148579133603848,1
GAS,ALPINE,18.0,-1.2377053842022607,1
BOT,KICK SAUBER,19.0,-1.622752826490738,1
ZHO,KICK SAUBER,20.0,-2.3365715464255157,1
