driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,1.5586527807094803,3
PIA,MCLAREN,2.0,1.5417723693734724,3
RUS,MERCEDES,3.0,1.3679041326126913,3
LEC,FERRARI,4.0,0.9239493144759061,3
ANT,MERCEDES,5.0,0.5930932522903273,3
SAI,WILLIAMS,6.0,0.09005699447755108,3
HAM,FERRARI,7.0,0.027599472534368043,3
TSU,RED BULL RACING,8.0,0.02253534913356812,3
GAS,ALPINE,9.0,-0.2526153556432356,3
NOR,MCLAREN,10.0,1.242989088726301,2
ALB,WILLIAMS,11.0,0.18289925682555763,2
LAW,RACING BULLS,12.0,0.04447988387035179,2
ALO,ASTON MARTIN,13.0,-0.14458072309282927,2
HAD,RACING BULLS,14.0,-0.3387054534568342,2
BEA,HAAS F1 TEAM,15.0,-0.7269549141847962,2
STR,ASTON MARTIN,16.0,-0.7218907907839963,1
DOO,ALPINE,17.0,-0.8805666573424018,1
HUL,KICK SAUBER,18.0,-0.9531524260871848,1
OCO,HAAS F1 TEAM,19.0,-1.4764451775031606,1
BOR,KICK SAUBER,20.0,-2.1010203969351346,1
