driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,-0.3476347914488097,3
HUL,HAAS F1 TEAM,2.0,-0.707566277559769,3
ALO,ASTON MARTIN,3.0,-0.7608037320970805,3
HAM,MERCEDES,4.0,-0.859466623386337,3
RUS,MERCEDES,5.0,-0.9364294652718008,3
OCO,ALPINE,6.0,-0.9514748328584304,3
NOR,MCLAREN,7.0,-0.9806975660555459,3
SAI,FERRARI,8.0,-1.341786388134705,3
PIA,MCLAREN,9.0,-1.936367741798711,3
ALB,WILLIAMS,10.0,1.716184573848197,2
LEC,FERRARI,11.0,1.1693433288725432,2
PER,RED BULL RACING,12.0,1.0698124356071308,2
STR,ASTON MARTIN,13.0,0.9179120897805628,2
MAG,HAAS F1 TEAM,14.0,0.8617812953227436,2
BOT,ALFA ROMEO,15.0,0.8204065344595062,2
TSU,ALPHATAURI,16.0,0.5527725918126923,1
GAS,ALPINE,17.0,0.5122658329256068,1
DEV,ALPHATAURI,18.0,0.43964300092090214,1
SAR,WILLIAMS,19.0,0.38177620251077926,1
ZHO,ALFA ROMEO,20.0,0.38032953255052754,1
