driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,0.288580067940251,3
LEC,FERRARI,2.0,0.2850867149539884,3
SAI,FERRARI,3.0,0.27475221236962477,3
NOR,MCLAREN,4.0,0.26914829195416057,3
HAM,MERCEDES,5.0,0.2574310038127349,3
STR,ASTON MARTIN,6.0,0.25204541795891217,3
ALO,ASTON MARTIN,7.0,0.2507354105890633,3
HUL,HAAS F1 TEAM,8.0,0.2377081150777888,3
GAS,ALPINE,9.0,0.2318858601006831,3
ALB,WILLIAMS,10.0,0.18436170385005723,3
RUS,MERCEDES,11.0,0.21310908779951704,2
OCO,ALPINE,12.0,0.21128963311917107,2
PIA,MCLAREN,13.0,0.2002273486626699,2
BOT,ALFA ROMEO,14.0,0.19476898462163295,2
PER,RED BULL RACING,15.0,-3.0,2
TSU,ALPHATAURI,16.0,0.1872000531513954,1
ZHO,ALFA ROMEO,17.0,0.18472559478612602,1
SAR,WILLIAMS,18.0,0.17526443044832934,1
MAG,HAAS F1 TEAM,19.0,0.17359053214241066,1
DEV,ALPHATAURI,20.0,0.17337219758076916,1
