driver,team,qualifying_position,gap_to_pole_norm,quali_stage
PIA,MCLAREN,1.0,1.880354124245446,3
NOR,MCLAREN,2.0,1.669604595998751,3
VER,RED BULL RACING,3.0,1.3651886107535525,3
RUS,MERCEDES,4.0,1.343723381024704,3
ANT,MERCEDES,5.0,0.9846686291970198,3
HAD,RACING BULLS,6.0,0.46169757762190616,3
SAI,WILLIAMS,7.0,0.12410805552304274,3
ALO,ASTON MARTIN,8.0,-0.1315233167021059,3
GAS,ALPINE,9.0,-0.24665500342945784,3
LEC,FERRARI,10.0,-0.41057130317688734,3
HUL,KICK SAUBER,11.0,-0.004683322849909832,2
LAW,RACING BULLS,12.0,-0.16079408451414687,2
BEA,HAAS F1 TEAM,13.0,-0.1705510071181513,2
BOR,KICK SAUBER,14.0,-0.35788392111521355,2
ALB,WILLIAMS,15.0,-0.5432654505914639,2
TSU,RED BULL RACING,16.0,-0.8008482073373968,1
OCO,HAAS F1 TEAM,17.0,-1.0018408129800873,1
HAM,FERRARI,18.0,-1.0857503473745864,1
STR,ASTON MARTIN,19.0,-1.3804094100158082,1
COL,ALPINE,20.0,-1.5345687871592055,1
