driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,1.4922163321345163,3
RUS,MERCEDES,2.0,1.0590350120072702,3
HAM,MERCEDES,3.0,0.9745597432296067,3
ALO,ASTON MARTIN,4.0,0.9116944269299663,3
LEC,FERRARI,5.0,0.85766954573495,3
PIA,MCLAREN,6.0,0.7437261599418395,3
GAS,ALPINE,7.0,0.7309566425684825,3
OCO,ALPINE,8.0,0.5246798234602568,3
BOT,ALFA ROMEO,9.0,0.23491000614156807,3
NOR,MCLAREN,10.0,0.601296927700455,2
TSU,ALPHATAURI,11.0,-0.0037817416836505723,2
SAI,FERRARI,12.0,-0.03030304699756531,2
PER,RED BULL RACING,13.0,-0.1619273029999523,2
ALB,WILLIAMS,14.0,-0.40258359195953036,2
HUL,HAAS F1 TEAM,15.0,-0.4772361550653691,2
SAR,WILLIAMS,16.0,-0.8966656872520714,1
STR,ASTON MARTIN,17.0,-1.029272213821645,1
LAW,ALPHATAURI,18.0,-1.3141306783044284,1
MAG,HAAS F1 TEAM,19.0,-1.7178438814162276,1
ZHO,ALFA ROMEO,20.0,-2.0970003203484713,1
