driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,1.8333821855036796,3
LEC,FERRARI,2.0,1.5339417961187276,3
SAI,FERRARI,3.0,1.378912374664127,3
PER,RED BULL RACING,4.0,1.368293921139848,3
NOR,MCLAREN,5.0,1.0837193666889107,3
PIA,MCLAREN,6.0,0.9117004195954276,3
RUS,MERCEDES,7.0,0.07921366329120369,3
HAM,MERCEDES,8.0,-0.005733964903119029,3
HUL,HAAS F1 TEAM,9.0,-0.08855790239257387,3
TSU,RB,10.0,-0.18624767481601331,3
STR,ASTON MARTIN,11.0,-0.24995839596174782,2
GAS,ALPINE,12.0,-0.4665748478572451,2
OCO,ALPINE,13.0,-0.5663883109855524,2
ALB,WILLIAMS,14.0,-0.6555833205895807,2
ALO,ASTON MARTIN,15.0,-0.6853149904576102,2
BOT,KICK SAUBER,16.0,-0.7617678558324614,1
SAR,WILLIAMS,17.0,-0.812736432749049,1
RIC,RB,18.0,-1.0888162243805752,1
MAG,HAAS F1 TEAM,19.0,-1.093063605790281,1
ZHO,KICK SAUBER,20.0,-1.5284202002861131,1
