driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,1.4173435154265037,3
LEC,FERRARI,2.0,0.9521023537688366,3
PER,RED BULL RACING,3.0,0.9435012566625637,3
HAM,MERCEDES,4.0,0.8887670023499022,3
NOR,MCLAREN,5.0,0.7746069862120536,3
PIA,MCLAREN,6.0,0.7386387619494389,3
RUS,MERCEDES,7.0,0.6158776487053175,3
SAI,FERRARI,8.0,0.3867756985108642,3
ALO,ASTON MARTIN,9.0,0.16158333791018037,3
OCO,ALPINE,10.0,0.1263970315663218,3
ALB,WILLIAMS,11.0,0.38990337018587756,2
GAS,ALPINE,12.0,0.26323266734798667,2
RIC,RB,13.0,0.22648252516662692,2
BOT,KICK SAUBER,14.0,0.1623652558289365,2
STR,ASTON MARTIN,15.0,-0.582020602823331,2
HUL,HAAS F1 TEAM,16.0,-1.0449160107247522,1
MAG,HAAS F1 TEAM,17.0,-1.1950442511252042,1
TSU,RB,18.0,-1.2677626175691787,1
SAR,WILLIAMS,19.0,-1.765844331814447,1
ZHO,KICK SAUBER,20.0,-2.1919895975344974,1
