driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,1.662539063088218,3
SAI,FERRARI,2.0,1.2795481163172597,3
PER,RED BULL RACING,3.0,1.1533029523816476,3
NOR,MCLAREN,4.0,1.0951450678719874,3
LEC,FERRARI,5.0,0.924926869307108,3
PIA,MCLAREN,6.0,0.7305944259455442,3
RUS,MERCEDES,7.0,0.5149847077633705,3
TSU,RB,8.0,0.42420166852878166,3
STR,ASTON MARTIN,9.0,0.0213519319252407,3
ALO,ASTON MARTIN,10.0,-0.6595208623342563,3
HAM,MERCEDES,11.0,0.18022225058580144,2
ALB,WILLIAMS,12.0,-0.11340414193861535,2
BOT,KICK SAUBER,13.0,-0.35880204486964296,2
MAG,HAAS F1 TEAM,14.0,-0.48221023882918046,2
OCO,ALPINE,15.0,-0.8652011856001387,2
HUL,HAAS F1 TEAM,16.0,-1.2609584972634629,1
GAS,ALPINE,17.0,-1.2694694071917068,1
RIC,RB,18.0,-1.4155733609598815,1
ZHO,KICK SAUBER,19.0,-1.5616773147280762,1
