driver,team,qualifying_position,gap_to_pole_norm,quali_stage
NOR,MCLAREN,1.0,1.590818737992895,3
PIA,MCLAREN,2.0,1.4669374642267685,3
VER,RED BULL RACING,3.0,1.0230295665648497,3
RUS,MERCEDES,4.0,0.927169057102952,3
TSU,RACING BULLS,5.0,0.7442967005910649,3
ALB,WILLIAMS,6.0,0.6454866369919064,3
LEC,FERRARI,7.0,0.6189406497563079,3
HAM,FERRARI,8.0,0.2974392487918434,3
GAS,ALPINE,9.0,0.28711580931132585,3
SAI,WILLIAMS,10.0,0.16618408968250195,3
HAD,RACING BULLS,11.0,-0.0004657190743042311,2
ALO,ASTON MARTIN,12.0,-0.4104537441574306,2
STR,ASTON MARTIN,13.0,-0.4546970562167615,2
DOO,ALPINE,14.0,-1.015112342301592,2
BOR,KICK SAUBER,15.0,-1.9840408764008977,2
ANT,MERCEDES,16.0,-0.5166376930998248,1
HUL,KICK SAUBER,17.0,-0.5962756548065995,1
LAW,RED BULL RACING,18.0,-1.3557858451584193,1
OCO,HAAS F1 TEAM,19.0,-1.4339490297965845,1
BEA,HAAS F1 TEAM,20.0,0.0,1
