driver,team,qualifying_position,gap_to_pole_norm,quali_stage
RUS,MERCEDES,1.0,1.8817402372564265,3
VER,RED BULL RACING,2.0,1.5890758990197102,3
PIA,MCLAREN,3.0,1.477497620066947,3
ANT,MERCEDES,4.0,0.9817973971784968,3
HAM,FERRARI,5.0,0.7348618617912789,3
ALO,ASTON MARTIN,6.0,0.6251127349525039,3
NOR,MCLAREN,7.0,0.5537758025073001,3
LEC,FERRARI,8.0,0.4495141320104637,3
HAD,RACING BULLS,9.0,0.11112099092424921,3
ALB,WILLIAMS,10.0,0.03795490636508315,3
TSU,RED BULL RACING,11.0,-0.3187297558609358,2
COL,ALPINE,12.0,-0.3918958404201019,2
HUL,KICK SAUBER,13.0,-0.4668910770932822,2
BEA,HAAS F1 TEAM,14.0,-0.7540679589880597,2
OCO,HAAS F1 TEAM,15.0,-1.2918386804980315,2
BOR,KICK SAUBER,16.0,-0.836379804117141,1
SAI,WILLIAMS,17.0,-0.8601587815988583,1
STR,ASTON MARTIN,18.0,-1.0778278831624202,1
LAW,RACING BULLS,19.0,-1.092461100074274,1
GAS,ALPINE,20.0,-1.352200700259358,1
