driver,team,qualifying_position,gap_to_pole_norm,quali_stage
NOR,MCLAREN,1.0,1.7285692014650564,3
VER,RED BULL RACING,2.0,1.6766124018864197,3
SAI,FERRARI,3.0,1.188888896164477,3
LEC,FERRARI,4.0,1.0413986263929016,3
PIA,MCLAREN,5.0,0.6894332098925133,3
RUS,MERCEDES,6.0,0.6492085908638975,3
GAS,ALPINE,7.0,0.5754634559781098,3
ALO,ASTON MARTIN,8.0,0.08773995025616696,3
MAG,HAAS F1 TEAM,9.0,-0.20053648611556377,3
PER,RED BULL RACING,10.0,0.5721114043923997,2
TSU,RB,11.0,-0.2424371309370465,2
HUL,HAAS F1 TEAM,12.0,-0.3061261110656803,2
OCO,ALPINE,13.0,-0.3949554780871989,2
STR,ASTON MARTIN,14.0,-0.6664716565303556,2
LAW,RB,15.0,0.037459176470397204,1
ALB,WILLIAMS,16.0,-1.1558711880451653,1
COL,WILLIAMS,17.0,-1.1743074717666062,1
BOT,KICK SAUBER,18.0,-1.3251497931239156,1
HAM,MERCEDES,19.0,-1.3285018447096255,1
ZHO,KICK SAUBER,20.0,-1.4525277533811831,1
