driver,team,qualifying_position,gap_to_pole_norm,quali_stage
RUS,MERCEDES,1.0,0.7290493342687373,3
HAM,MERCEDES,2.0,0.6890212603692515,3
NOR,MCLAREN,3.0,0.679657968229019,3
VER,RED BULL RACING,4.0,0.6391617297225195,3
PIA,MCLAREN,5.0,0.631202931403325,3
HUL,HAAS F1 TEAM,6.0,0.6075606187492418,3
SAI,FERRARI,7.0,0.5675325448497527,3
STR,ASTON MARTIN,8.0,0.5497422897833153,3
ALB,WILLIAMS,9.0,0.5368677630904961,3
ALO,ASTON MARTIN,10.0,0.472026965019396,3
LEC,FERRARI,11.0,0.4298921503883581,2
SAR,WILLIAMS,12.0,0.41163373071490694,2
TSU,RB,13.0,0.3896299941853621,2
ZHO,KICK SAUBER,14.0,0.24964877668890853,2
RIC,RB,15.0,0.23045402780143642,2
BOT,KICK SAUBER,16.0,-0.8187028565114496,1
MAG,HAAS F1 TEAM,17.0,-0.9296578683731881,1
OCO,ALPINE,18.0,-1.3163618337647296,1
PER,RED BULL RACING,19.0,-2.2037678463551242,1
GAS,ALPINE,20.0,-2.5445916802595345,1
