driver,team,qualifying_position,gap_to_pole_norm,quali_stage
LEC,FERRARI,1.0,1.320098900828384,3
PIA,MCLAREN,2.0,1.120162599955465,3
SAI,FERRARI,3.0,0.99812355916292,3
NOR,MCLAREN,4.0,0.9669646551307776,3
RUS,MERCEDES,5.0,0.9656663674627656,3
VER,RED BULL RACING,6.0,0.9345074634306417,3
HAM,MERCEDES,7.0,0.8643999293583216,3
TSU,RB,8.0,0.5567057520409162,3
ALB,WILLIAMS,9.0,0.4398598619204011,3
GAS,ALPINE,10.0,-0.031418561565751235,3
OCO,ALPINE,11.0,0.0023369178024152276,2
RIC,RB,12.0,-0.25342575279474666,2
STR,ASTON MARTIN,13.0,-0.3585870539032269,2
HUL,HAAS F1 TEAM,14.0,-0.19889767073849765,2
ALO,ASTON MARTIN,14.0,-0.9506062305139122,1
SAR,WILLIAMS,15.0,-0.9519045181819059,1
MAG,HAAS F1 TEAM,15.0,-0.5689096561201691,2
PER,RED BULL RACING,16.0,-1.0038360249021492,1
BOT,KICK SAUBER,17.0,-1.5906620508408047,1
ZHO,KICK SAUBER,18.0,-2.2605784875318458,1
