driver,team,qualifying_position,gap_to_pole_norm,quali_stage
RUS,MERCEDES,1.0,1.1855614540438986,3
LEC,FERRARI,2.0,0.9905161398895834,3
HAM,FERRARI,3.0,0.9417548113510076,3
ANT,MERCEDES,4.0,0.9367960321775928,3
VER,RED BULL RACING,5.0,0.8863817772478825,3
NOR,MCLAREN,6.0,0.8640672709675155,3
PIA,MCLAREN,7.0,0.8566291022073932,3
HAD,RED BULL RACING,8.0,0.7566270555435223,3
LAW,RACING BULLS,9.0,0.4896794433747029,3
LIN,RACING BULLS,10.0,0.4467033572051033,3
GAS,ALPINE,11.0,0.2681873069621789,2
BOR,AUDI,12.0,0.2103348832723346,2
BEA,HAAS F1 TEAM,13.0,0.0202483482914461,2
HUL,AUDI,14.0,-0.052480412918642895,2
OCO,HAAS F1 TEAM,15.0,-0.22273183120587184,2
COL,ALPINE,16.0,-0.5152998024373504,2
SAI,WILLIAMS,17.0,-0.5822433212784397,1
ALB,WILLIAMS,18.0,-0.794644362539707,1
PER,CADILLAC,19.0,-1.1549823158078363,1
BOT,CADILLAC,20.0,-1.2252316874312177,1
ALO,ASTON MARTIN,21.0,-1.9789661217902461,1
STR,ASTON MARTIN,22.0,-2.3269071271248496,1
