driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,1.6094205668058528,3
NOR,MCLAREN,2.0,1.4275117467778924,3
PIA,MCLAREN,3.0,1.1605546472563348,3
LEC,FERRARI,4.0,1.1014933420524369,3
HAM,FERRARI,5.0,0.8250864336982799,3
RUS,MERCEDES,6.0,0.7471255108291492,3
ANT,MERCEDES,7.0,0.6455400658784527,3
BOR,KICK SAUBER,8.0,0.19667414632893487,3
ALO,ASTON MARTIN,9.0,0.11635077125163754,3
TSU,RED BULL RACING,10.0,-0.10808218852312135,3
BEA,HAAS F1 TEAM,11.0,0.06437682267223947,2
HUL,KICK SAUBER,12.0,-0.058470692151856386,2
SAI,WILLIAMS,13.0,-0.1293442583965206,2
ALB,WILLIAMS,14.0,-0.25927912984504936,2
OCO,HAAS F1 TEAM,15.0,-0.5522232036563058,2
HAD,RACING BULLS,16.0,-1.0483381673689554,1
STR,ASTON MARTIN,17.0,-1.1215741858217527,1
COL,ALPINE,18.0,-1.2255220829806162,1
GAS,ALPINE,19.0,-1.4877542780858402,1
LAW,RACING BULLS,20.0,-1.9035458667211924,1
