driver,team,qualifying_position,gap_to_pole_norm,quali_stage
VER,RED BULL RACING,1.0,1.238526792955249,3
NOR,MCLAREN,2.0,1.1299089317361193,3
RUS,MERCEDES,3.0,1.091478031118551,3
ALB,WILLIAMS,4.0,1.0661945438701506,3
ALO,ASTON MARTIN,5.0,1.048597236745263,3
SAI,FERRARI,6.0,0.9984347980444355,3
PER,RED BULL RACING,7.0,0.9729490428980497,3
PIA,MCLAREN,8.0,0.9612175048147905,3
LEC,FERRARI,9.0,0.8141687429780924,3
SAR,WILLIAMS,10.0,-0.011691084503661532,3
STR,ASTON MARTIN,11.0,-0.693940704414499,2
GAS,ALPINE,12.0,-0.6953565797004103,2
HAM,MERCEDES,13.0,-0.7000087413541153,2
TSU,ALPHATAURI,14.0,-0.7159879052951059,2
HUL,HAAS F1 TEAM,15.0,-0.7200332632548492,2
ZHO,ALFA ROMEO,16.0,-1.0875540338975975,1
OCO,ALPINE,17.0,-1.0962515535110486,1
MAG,HAAS F1 TEAM,18.0,-1.1128375211459982,1
BOT,ALFA ROMEO,19.0,-1.1265917382091304,1
LAW,ALPHATAURI,20.0,-1.3612224998742863,1
