accuracy,f1,auc,log_loss,brier,mrr,top3_accuracy,top3_recall,top3_precision,race,season,has_ground_truth,model
0.9090909090909091,0.6666666666666666,0.9649122807017545,0.19328988127049057,0.0581854046867927,0.5277777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,Australian Grand Prix,2026,True,xgboost
0.8181818181818182,0.3333333333333333,0.8596491228070176,0.3668838447582092,0.1094288197241053,0.2916666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,Canadian Grand Prix,2026,True,xgboost
1.0,1.0,1.0,0.10683289197626986,0.01996208991542267,0.611111111111111,1.0,1.0,1.0,Chinese Grand Prix,2026,True,xgboost
0.9090909090909091,0.6666666666666666,0.9122807017543859,0.27165106776660763,0.08335545696033349,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,Japanese Grand Prix,2026,True,xgboost
0.8181818181818182,0.3333333333333333,0.8771929824561404,0.35825129678209994,0.10753067743476681,0.4476190476190476,0.3333333333333333,0.3333333333333333,0.3333333333333333,Miami Grand Prix,2026,True,xgboost
