driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,MEDIUM,1.0
VER,0 days 00:01:29.808000,1.0,MEDIUM,2.0
VER,,1.0,MEDIUM,3.0
VER,0 days 00:01:28.634000,1.0,MEDIUM,4.0
VER,,1.0,MEDIUM,5.0
VER,0 days 00:02:19.603000,2.0,MEDIUM,6.0
VER,0 days 00:01:28.606000,2.0,MEDIUM,7.0
VER,0 days 00:01:51.286000,2.0,MEDIUM,8.0
VER,,3.0,MEDIUM,9.0
VER,0 days 00:01:31.969000,3.0,MEDIUM,10.0
VER,0 days 00:01:31.853000,3.0,MEDIUM,11.0
VER,0 days 00:01:32.527000,3.0,MEDIUM,12.0
VER,0 days 00:01:32.398000,3.0,MEDIUM,13.0
VER,0 days 00:01:32.438000,3.0,MEDIUM,14.0
VER,0 days 00:01:32.102000,3.0,MEDIUM,15.0
VER,0 days 00:01:31.930000,3.0,MEDIUM,16.0
VER,0 days 00:01:40.241000,3.0,MEDIUM,17.0
VER,,4.0,SOFT,1.0
VER,0 days 00:01:27.558000,4.0,SOFT,2.0
VER,,4.0,SOFT,3.0
NOR,,1.0,MEDIUM,1.0
NOR,,2.0,MEDIUM,2.0
NOR,0 days 00:01:30.316000,2.0,MEDIUM,3.0
NOR,0 days 00:02:17.039000,2.0,MEDIUM,4.0
NOR,0 days 00:01:28.852000,2.0,MEDIUM,5.0
NOR,0 days 00:02:20.563000,2.0,MEDIUM,6.0
NOR,0 days 00:01:28.391000,2.0,MEDIUM,7.0
NOR,0 days 00:01:56.026000,2.0,MEDIUM,8.0
NOR,,3.0,MEDIUM,9.0
NOR,0 days 00:01:28.940000,3.0,MEDIUM,10.0
NOR,0 days 00:02:27.127000,3.0,MEDIUM,11.0
NOR,0 days 00:01:31.546000,3.0,MEDIUM,12.0
NOR,0 days 00:01:39.650000,3.0,MEDIUM,13.0
NOR,0 days 00:01:30.350000,3.0,MEDIUM,14.0
NOR,0 days 00:01:29.974000,3.0,MEDIUM,15.0
NOR,0 days 00:01:31.088000,3.0,MEDIUM,16.0
NOR,0 days 00:01:30.923000,3.0,MEDIUM,17.0
NOR,0 days 00:01:35.274000,3.0,MEDIUM,18.0
NOR,0 days 00:02:01.070000,4.0,MEDIUM,19.0
NOR,,5.0,SOFT,1.0
NOR,,5.0,SOFT,2.0
BOR,,1.0,MEDIUM,1.0
BOR,0 days 00:01:32.827000,1.0,MEDIUM,2.0
BOR,0 days 00:02:27.011000,1.0,MEDIUM,3.0
BOR,0 days 00:01:31.756000,1.0,MEDIUM,4.0
BOR,0 days 00:02:15.431000,1.0,MEDIUM,5.0
BOR,0 days 00:01:36.446000,1.0,MEDIUM,6.0
BOR,,2.0,MEDIUM,7.0
BOR,0 days 00:01:30.141000,2.0,MEDIUM,8.0
BOR,0 days 00:01:56.287000,2.0,MEDIUM,9.0
BOR,0 days 00:01:58.152000,3.0,MEDIUM,10.0
BOR,0 days 00:01:32.006000,3.0,MEDIUM,11.0
BOR,0 days 00:01:32.402000,3.0,MEDIUM,12.0
BOR,0 days 00:01:32.777000,3.0,MEDIUM,13.0
BOR,0 days 00:01:32.278000,3.0,MEDIUM,14.0
BOR,0 days 00:01:31.889000,3.0,MEDIUM,15.0
BOR,0 days 00:01:37.905000,3.0,MEDIUM,16.0
BOR,,4.0,SOFT,1.0
BOR,0 days 00:01:28.771000,4.0,SOFT,2.0
HAD,,1.0,HARD,1.0
HAD,0 days 00:01:31.632000,1.0,HARD,2.0
HAD,0 days 00:02:22.984000,1.0,HARD,3.0
HAD,0 days 00:01:29.990000,1.0,HARD,4.0
HAD,0 days 00:02:27.723000,1.0,HARD,5.0
HAD,0 days 00:02:03.915000,1.0,HARD,6.0
HAD,0 days 00:01:29.551000,1.0,HARD,7.0
HAD,0 days 00:02:20.543000,1.0,HARD,8.0
HAD,0 days 00:01:29.004000,1.0,HARD,9.0
HAD,0 days 00:02:15.472000,1.0,HARD,10.0
HAD,0 days 00:01:28.670000,1.0,HARD,11.0
HAD,0 days 00:01:46.484000,1.0,HARD,12.0
HAD,,2.0,HARD,13.0
HAD,0 days 00:01:35.359000,2.0,HARD,14.0
