driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,MEDIUM,1.0
VER,0 days 00:01:45.545000,1.0,MEDIUM,2.0
VER,0 days 00:02:22.290000,1.0,MEDIUM,3.0
VER,,2.0,MEDIUM,4.0
VER,0 days 00:01:44.236000,2.0,MEDIUM,5.0
VER,0 days 00:02:18.194000,2.0,MEDIUM,6.0
VER,,3.0,MEDIUM,7.0
VER,0 days 00:01:51.803000,3.0,MEDIUM,8.0
VER,,4.0,MEDIUM,9.0
VER,0 days 00:01:48.783000,4.0,MEDIUM,10.0
VER,0 days 00:01:48.876000,4.0,MEDIUM,11.0
VER,0 days 00:01:48.267000,4.0,MEDIUM,12.0
VER,0 days 00:01:47.987000,4.0,MEDIUM,13.0
VER,0 days 00:01:48.330000,4.0,MEDIUM,14.0
VER,0 days 00:01:48.429000,4.0,MEDIUM,15.0
VER,0 days 00:01:54.663000,4.0,MEDIUM,16.0
VER,,5.0,SOFT,1.0
VER,0 days 00:01:42.653000,5.0,SOFT,2.0
VER,,5.0,SOFT,3.0
VER,,6.0,SOFT,4.0
VER,0 days 00:01:42.426000,6.0,SOFT,5.0
VER,,6.0,SOFT,6.0
VER,,6.0,SOFT,7.0
NOR,,1.0,HARD,1.0
NOR,0 days 00:01:46.082000,1.0,HARD,2.0
NOR,,1.0,HARD,3.0
NOR,0 days 00:01:45.587000,1.0,HARD,4.0
NOR,,1.0,HARD,5.0
NOR,0 days 00:01:44.857000,1.0,HARD,6.0
NOR,0 days 00:02:14.241000,1.0,HARD,7.0
NOR,,2.0,HARD,8.0
NOR,0 days 00:01:44.276000,2.0,HARD,9.0
NOR,,2.0,HARD,10.0
NOR,0 days 00:01:44.818000,2.0,HARD,11.0
NOR,0 days 00:01:51.725000,2.0,HARD,12.0
NOR,0 days 00:01:46.013000,2.0,HARD,13.0
NOR,0 days 00:01:45.804000,2.0,HARD,14.0
NOR,0 days 00:01:46.043000,2.0,HARD,15.0
NOR,0 days 00:01:50.672000,2.0,HARD,16.0
NOR,,3.0,SOFT,1.0
NOR,0 days 00:01:43.174000,3.0,SOFT,2.0
NOR,,3.0,SOFT,3.0
NOR,0 days 00:01:42.526000,3.0,SOFT,4.0
NOR,0 days 00:02:29.380000,3.0,SOFT,5.0
NOR,,3.0,SOFT,6.0
BOR,,1.0,HARD,1.0
BOR,0 days 00:01:48.036000,1.0,HARD,2.0
BOR,,1.0,HARD,3.0
BOR,0 days 00:01:48.300000,1.0,HARD,4.0
BOR,,1.0,HARD,5.0
BOR,0 days 00:01:46.514000,1.0,HARD,6.0
BOR,,1.0,HARD,7.0
BOR,0 days 00:01:45.723000,1.0,HARD,8.0
BOR,,1.0,HARD,9.0
BOR,,2.0,HARD,10.0
BOR,0 days 00:01:54.207000,2.0,HARD,11.0
BOR,,3.0,HARD,12.0
BOR,0 days 00:01:45.877000,3.0,HARD,13.0
BOR,0 days 00:02:02.946000,3.0,HARD,14.0
BOR,0 days 00:01:48.768000,3.0,HARD,15.0
BOR,0 days 00:01:47.516000,3.0,HARD,16.0
BOR,0 days 00:01:47.021000,3.0,HARD,17.0
BOR,0 days 00:01:47.476000,3.0,HARD,18.0
BOR,0 days 00:01:53.147000,3.0,HARD,19.0
BOR,,4.0,SOFT,1.0
BOR,0 days 00:01:43.262000,4.0,SOFT,2.0
BOR,,4.0,SOFT,3.0
BOR,0 days 00:01:43.781000,4.0,SOFT,4.0
BOR,,4.0,SOFT,5.0
BOR,,4.0,SOFT,6.0
HAD,,1.0,HARD,1.0
HAD,0 days 00:01:52.025000,1.0,HARD,2.0
HAD,0 days 00:01:47.097000,1.0,HARD,3.0
