driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,HARD,1.0
VER,0 days 00:01:08.094000,1.0,HARD,2.0
VER,0 days 00:01:52.875000,1.0,HARD,3.0
VER,0 days 00:01:07.145000,1.0,HARD,4.0
VER,0 days 00:02:04.192000,1.0,HARD,5.0
VER,0 days 00:01:06.961000,1.0,HARD,6.0
VER,0 days 00:02:03.317000,1.0,HARD,7.0
VER,0 days 00:01:54.108000,2.0,HARD,8.0
VER,0 days 00:01:06.598000,2.0,HARD,9.0
VER,0 days 00:01:17.190000,2.0,HARD,10.0
VER,,3.0,HARD,11.0
VER,0 days 00:01:10.938000,3.0,HARD,12.0
VER,0 days 00:01:10.937000,3.0,HARD,13.0
VER,0 days 00:01:10.703000,3.0,HARD,14.0
VER,0 days 00:01:10.713000,3.0,HARD,15.0
VER,0 days 00:01:10.649000,3.0,HARD,16.0
VER,0 days 00:01:10.804000,3.0,HARD,17.0
VER,0 days 00:01:10.874000,3.0,HARD,18.0
VER,0 days 00:01:10.946000,3.0,HARD,19.0
VER,0 days 00:01:11.686000,3.0,HARD,20.0
VER,0 days 00:01:11.340000,3.0,HARD,21.0
VER,0 days 00:01:16.975000,3.0,HARD,22.0
VER,,4.0,MEDIUM,1.0
VER,0 days 00:01:06.084000,4.0,MEDIUM,2.0
VER,0 days 00:02:21.262000,4.0,MEDIUM,3.0
VER,0 days 00:02:26.363000,4.0,MEDIUM,4.0
VER,0 days 00:02:01.792000,4.0,MEDIUM,5.0
VER,0 days 00:01:05.742000,4.0,MEDIUM,6.0
VER,0 days 00:02:13.442000,4.0,MEDIUM,7.0
VER,0 days 00:01:52.272000,4.0,MEDIUM,8.0
SAR,,1.0,SOFT,1.0
SAR,0 days 00:01:09.496000,1.0,SOFT,2.0
SAR,0 days 00:01:37.515000,1.0,SOFT,3.0
SAR,0 days 00:01:07.841000,1.0,SOFT,4.0
SAR,0 days 00:01:34.875000,1.0,SOFT,5.0
SAR,0 days 00:01:28.620000,1.0,SOFT,6.0
SAR,0 days 00:01:25.034000,1.0,SOFT,7.0
SAR,0 days 00:01:08.057000,1.0,SOFT,8.0
SAR,0 days 00:01:09.436000,1.0,SOFT,9.0
