driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,MEDIUM,1.0
VER,0 days 00:01:16.930000,1.0,MEDIUM,2.0
VER,0 days 00:02:16.465000,1.0,MEDIUM,3.0
VER,0 days 00:02:03.943000,1.0,MEDIUM,4.0
VER,0 days 00:01:16.734000,1.0,MEDIUM,5.0
VER,0 days 00:01:54.900000,1.0,MEDIUM,6.0
VER,,2.0,SOFT,1.0
VER,0 days 00:01:16.447000,2.0,SOFT,2.0
VER,,2.0,SOFT,3.0
VER,0 days 00:02:23.800000,2.0,SOFT,4.0
VER,0 days 00:01:51.990000,2.0,SOFT,5.0
VER,0 days 00:01:34.520000,2.0,SOFT,6.0
VER,,3.0,MEDIUM,7.0
VER,0 days 00:01:21.773000,3.0,MEDIUM,8.0
VER,0 days 00:01:21.323000,3.0,MEDIUM,9.0
VER,0 days 00:01:28.596000,3.0,MEDIUM,10.0
VER,0 days 00:01:26.326000,3.0,MEDIUM,11.0
VER,0 days 00:01:20.606000,3.0,MEDIUM,12.0
VER,0 days 00:01:21.425000,3.0,MEDIUM,13.0
VER,0 days 00:01:21.390000,3.0,MEDIUM,14.0
VER,0 days 00:01:21.495000,3.0,MEDIUM,15.0
VER,0 days 00:02:28.183000,3.0,MEDIUM,16.0
VER,0 days 00:02:01.923000,3.0,MEDIUM,17.0
SAR,,1.0,HARD,1.0
SAR,0 days 00:01:18.393000,1.0,HARD,2.0
SAR,0 days 00:01:43.577000,1.0,HARD,3.0
SAR,0 days 00:01:18.611000,1.0,HARD,4.0
SAR,0 days 00:01:39.875000,1.0,HARD,5.0
SAR,0 days 00:02:05.648000,2.0,SOFT,1.0
SAR,0 days 00:01:17.848000,2.0,SOFT,2.0
SAR,0 days 00:01:33.460000,2.0,SOFT,3.0
SAR,,3.0,HARD,6.0
SAR,0 days 00:01:22.553000,3.0,HARD,7.0
SAR,0 days 00:01:22.325000,3.0,HARD,8.0
SAR,0 days 00:01:22.215000,3.0,HARD,9.0
SAR,0 days 00:01:22.035000,3.0,HARD,10.0
SAR,0 days 00:01:21.896000,3.0,HARD,11.0
SAR,0 days 00:01:22.181000,3.0,HARD,12.0
SAR,0 days 00:01:22.331000,3.0,HARD,13.0
SAR,0 days 00:01:22.188000,3.0,HARD,14.0
SAR,0 days 00:01:22.265000,3.0,HARD,15.0
SAR,0 days 00:01:22.459000,3.0,HARD,16.0
SAR,0 days 00:01:22.103000,3.0,HARD,17.0
SAR,0 days 00:02:00.228000,3.0,HARD,18.0
SAR,0 days 00:02:03.427000,3.0,HARD,19.0
RIC,,1.0,MEDIUM,1.0
RIC,0 days 00:01:18.489000,1.0,MEDIUM,2.0
RIC,0 days 00:02:03.745000,1.0,MEDIUM,3.0
RIC,0 days 00:01:49.375000,1.0,MEDIUM,4.0
RIC,0 days 00:01:17.826000,1.0,MEDIUM,5.0
RIC,0 days 00:02:05.619000,1.0,MEDIUM,6.0
RIC,0 days 00:02:18.402000,2.0,MEDIUM,7.0
RIC,0 days 00:01:17.708000,2.0,MEDIUM,8.0
RIC,0 days 00:01:33.661000,2.0,MEDIUM,9.0
RIC,,3.0,SOFT,1.0
RIC,0 days 00:01:17.136000,3.0,SOFT,2.0
RIC,0 days 00:02:14.196000,3.0,SOFT,3.0
RIC,0 days 00:02:04.851000,3.0,SOFT,4.0
RIC,0 days 00:01:16.967000,3.0,SOFT,5.0
RIC,0 days 00:01:41.396000,3.0,SOFT,6.0
RIC,,4.0,MEDIUM,10.0
RIC,0 days 00:01:21.268000,4.0,MEDIUM,11.0
RIC,0 days 00:01:21.273000,4.0,MEDIUM,12.0
RIC,0 days 00:01:21.333000,4.0,MEDIUM,13.0
RIC,0 days 00:01:21.327000,4.0,MEDIUM,14.0
RIC,0 days 00:01:21.253000,4.0,MEDIUM,15.0
RIC,0 days 00:01:21.621000,4.0,MEDIUM,16.0
RIC,0 days 00:01:22.248000,4.0,MEDIUM,17.0
RIC,0 days 00:01:22.104000,4.0,MEDIUM,18.0
RIC,0 days 00:01:23.080000,4.0,MEDIUM,19.0
RIC,0 days 00:01:21.715000,4.0,MEDIUM,20.0
RIC,0 days 00:01:21.949000,4.0,MEDIUM,21.0
RIC,0 days 00:01:21.791000,4.0,MEDIUM,22.0
RIC,0 days 00:01:22.737000,4.0,MEDIUM,23.0
RIC,0 days 00:01:23.058000,4.0,MEDIUM,24.0
RIC,0 days 00:02:02.165000,4.0,MEDIUM,25.0
RIC,0 days 00:02:21.973000,4.0,MEDIUM,26.0
NOR,,1.0,MEDIUM,1.0
NOR,0 days 00:01:16.980000,1.0,MEDIUM,2.0
NOR,0 days 00:02:17.086000,1.0,MEDIUM,3.0
NOR,0 days 00:01:17.019000,1.0,MEDIUM,4.0
NOR,0 days 00:02:27.276000,1.0,MEDIUM,5.0
NOR,0 days 00:01:45.689000,1.0,MEDIUM,6.0
NOR,0 days 00:01:24.432000,1.0,MEDIUM,7.0
NOR,,2.0,SOFT,1.0
NOR,0 days 00:01:24.169000,2.0,SOFT,2.0
NOR,,3.0,MEDIUM,8.0
NOR,0 days 00:01:20.996000,3.0,MEDIUM,9.0
NOR,0 days 00:01:21.068000,3.0,MEDIUM,10.0
NOR,0 days 00:01:20.813000,3.0,MEDIUM,11.0
NOR,0 days 00:01:20.740000,3.0,MEDIUM,12.0
NOR,0 days 00:01:20.595000,3.0,MEDIUM,13.0
NOR,0 days 00:01:20.810000,3.0,MEDIUM,14.0
NOR,0 days 00:01:20.643000,3.0,MEDIUM,15.0
NOR,0 days 00:01:20.369000,3.0,MEDIUM,16.0
NOR,0 days 00:01:20.541000,3.0,MEDIUM,17.0
NOR,0 days 00:01:20.839000,3.0,MEDIUM,18.0
NOR,0 days 00:01:20.570000,3.0,MEDIUM,19.0
NOR,0 days 00:01:20.936000,3.0,MEDIUM,20.0
NOR,0 days 00:01:20.874000,3.0,MEDIUM,21.0
NOR,0 days 00:01:21.454000,3.0,MEDIUM,22.0
NOR,0 days 00:01:21.462000,3.0,MEDIUM,23.0
NOR,0 days 00:01:27.718000,3.0,MEDIUM,24.0
NOR,0 days 00:01:53.255000,4.0,SOFT,3.0
NOR,0 days 00:01:20.770000,4.0,SOFT,4.0
NOR,0 days 00:01:39.534000,4.0,SOFT,5.0
NOR,,4.0,SOFT,6.0
GAS,,1.0,HARD,1.0
GAS,0 days 00:01:17.986000,1.0,HARD,2.0
GAS,0 days 00:02:00.147000,1.0,HARD,3.0
GAS,0 days 00:01:39.194000,1.0,HARD,4.0
GAS,0 days 00:01:48.475000,1.0,HARD,5.0
GAS,0 days 00:01:18.648000,1.0,HARD,6.0
