driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,SOFT,1.0
VER,0 days 00:01:28.131000,2.0,SOFT,2.0
VER,0 days 00:01:19.311000,2.0,SOFT,3.0
VER,,2.0,SOFT,4.0
SAR,0 days 00:01:38.895000,1.0,SOFT,1.0
SAR,0 days 00:01:25.944000,1.0,SOFT,2.0
SAR,0 days 00:01:21.634000,1.0,SOFT,3.0
SAR,0 days 00:01:22.386000,1.0,SOFT,4.0
SAR,0 days 00:01:19.914000,1.0,SOFT,5.0
SAR,0 days 00:01:25.882000,1.0,SOFT,6.0
SAR,0 days 00:01:21.019000,1.0,SOFT,7.0
SAR,0 days 00:01:18.222000,1.0,SOFT,8.0
SAR,0 days 00:01:28.448000,1.0,SOFT,9.0
SAR,0 days 00:01:17.496000,1.0,SOFT,10.0
SAR,0 days 00:01:24.068000,1.0,SOFT,11.0
SAR,,1.0,SOFT,12.0
SAR,0 days 00:01:39.762000,2.0,INTERMEDIATE,1.0
SAR,0 days 00:01:30.633000,2.0,INTERMEDIATE,2.0
SAR,0 days 00:01:28.430000,2.0,INTERMEDIATE,3.0
SAR,0 days 00:01:28.198000,2.0,INTERMEDIATE,4.0
SAR,0 days 00:01:45.623000,2.0,INTERMEDIATE,5.0
SAR,0 days 00:01:26.838000,2.0,INTERMEDIATE,6.0
SAR,,2.0,INTERMEDIATE,7.0
SAR,0 days 00:01:59.537000,3.0,INTERMEDIATE,8.0
SAR,,3.0,INTERMEDIATE,9.0
SAR,,3.0,INTERMEDIATE,10.0
RIC,0 days 00:01:32.526000,1.0,SOFT,1.0
RIC,0 days 00:01:22.151000,1.0,SOFT,2.0
RIC,0 days 00:01:20.704000,1.0,SOFT,3.0
RIC,,1.0,SOFT,4.0
RIC,0 days 00:01:31.755000,2.0,SOFT,5.0
RIC,0 days 00:01:21.434000,2.0,SOFT,6.0
RIC,0 days 00:01:18.074000,2.0,SOFT,7.0
RIC,0 days 00:01:21.290000,2.0,SOFT,8.0
RIC,0 days 00:01:25.476000,2.0,SOFT,9.0
RIC,0 days 00:01:16.731000,2.0,SOFT,10.0
RIC,,2.0,SOFT,11.0
RIC,0 days 00:01:41.532000,3.0,INTERMEDIATE,6.0
RIC,0 days 00:01:31.641000,3.0,INTERMEDIATE,7.0
RIC,0 days 00:01:27.249000,3.0,INTERMEDIATE,8.0
RIC,0 days 00:01:30.296000,3.0,INTERMEDIATE,9.0
RIC,0 days 00:01:26.256000,3.0,INTERMEDIATE,10.0
RIC,0 days 00:01:25.509000,3.0,INTERMEDIATE,11.0
RIC,0 days 00:01:55.161000,3.0,INTERMEDIATE,12.0
RIC,0 days 00:01:28.172000,3.0,INTERMEDIATE,13.0
RIC,0 days 00:01:32.632000,3.0,INTERMEDIATE,14.0
RIC,0 days 00:01:25.889000,3.0,INTERMEDIATE,15.0
RIC,0 days 00:02:08.715000,3.0,INTERMEDIATE,16.0
RIC,,3.0,INTERMEDIATE,17.0
