driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,MEDIUM,1.0
VER,0 days 00:01:33.128000,1.0,MEDIUM,2.0
VER,,1.0,MEDIUM,3.0
VER,0 days 00:02:00.132000,1.0,MEDIUM,4.0
VER,0 days 00:01:32.345000,1.0,MEDIUM,5.0
VER,,1.0,MEDIUM,6.0
VER,0 days 00:02:02.101000,1.0,MEDIUM,7.0
VER,0 days 00:01:42.155000,1.0,MEDIUM,8.0
VER,,2.0,SOFT,1.0
VER,,2.0,SOFT,2.0
VER,,3.0,SOFT,3.0
VER,0 days 00:01:30.857000,3.0,SOFT,4.0
VER,0 days 00:02:07.182000,3.0,SOFT,5.0
VER,0 days 00:01:35.082000,3.0,SOFT,6.0
VER,0 days 00:01:34.335000,3.0,SOFT,7.0
VER,0 days 00:01:34.266000,3.0,SOFT,8.0
VER,0 days 00:01:33.620000,3.0,SOFT,9.0
VER,,3.0,SOFT,10.0
VER,,3.0,SOFT,11.0
NOR,,1.0,MEDIUM,1.0
NOR,0 days 00:01:32.956000,1.0,MEDIUM,2.0
NOR,,1.0,MEDIUM,3.0
NOR,0 days 00:01:32.226000,1.0,MEDIUM,4.0
NOR,,1.0,MEDIUM,5.0
NOR,0 days 00:02:05.880000,1.0,MEDIUM,6.0
NOR,0 days 00:01:31.723000,1.0,MEDIUM,7.0
NOR,,1.0,MEDIUM,8.0
NOR,,2.0,SOFT,1.0
NOR,,2.0,SOFT,2.0
NOR,,3.0,SOFT,3.0
NOR,0 days 00:01:58.054000,3.0,SOFT,4.0
NOR,0 days 00:01:55.209000,3.0,SOFT,5.0
NOR,0 days 00:01:31.197000,3.0,SOFT,6.0
NOR,,3.0,SOFT,7.0
NOR,0 days 00:01:36.384000,3.0,SOFT,8.0
NOR,0 days 00:02:19.596000,3.0,SOFT,9.0
NOR,,3.0,SOFT,10.0
BOR,,1.0,MEDIUM,1.0
BOR,,1.0,MEDIUM,2.0
BOR,0 days 00:01:33.796000,1.0,MEDIUM,3.0
BOR,0 days 00:02:20.840000,1.0,MEDIUM,4.0
BOR,0 days 00:01:33.314000,1.0,MEDIUM,5.0
BOR,0 days 00:02:24.273000,1.0,MEDIUM,6.0
BOR,0 days 00:02:13.287000,1.0,MEDIUM,7.0
BOR,,2.0,MEDIUM,8.0
BOR,,3.0,SOFT,1.0
BOR,,3.0,SOFT,2.0
BOR,,4.0,SOFT,3.0
BOR,0 days 00:02:00.222000,4.0,SOFT,4.0
BOR,,5.0,SOFT,5.0
BOR,0 days 00:01:32.319000,5.0,SOFT,6.0
BOR,,5.0,SOFT,7.0
BOR,0 days 00:01:32.486000,5.0,SOFT,8.0
BOR,0 days 00:01:54.893000,5.0,SOFT,9.0
BOR,0 days 00:02:08.579000,5.0,SOFT,10.0
BOR,,5.0,SOFT,11.0
HAD,,1.0,MEDIUM,1.0
HAD,0 days 00:01:34.274000,1.0,MEDIUM,2.0
HAD,,1.0,MEDIUM,3.0
HAD,0 days 00:02:25.251000,1.0,MEDIUM,4.0
HAD,0 days 00:01:32.672000,1.0,MEDIUM,5.0
HAD,0 days 00:02:27.509000,1.0,MEDIUM,6.0
HAD,0 days 00:01:57.945000,1.0,MEDIUM,7.0
HAD,,1.0,MEDIUM,8.0
HAD,,2.0,SOFT,1.0
HAD,,2.0,SOFT,2.0
HAD,,3.0,SOFT,3.0
HAD,0 days 00:01:31.440000,3.0,SOFT,4.0
HAD,0 days 00:02:24.464000,3.0,SOFT,5.0
HAD,0 days 00:02:11.952000,3.0,SOFT,6.0
HAD,0 days 00:01:57.189000,3.0,SOFT,7.0
HAD,0 days 00:01:30.846000,3.0,SOFT,8.0
HAD,0 days 00:02:01.249000,3.0,SOFT,9.0
HAD,,3.0,SOFT,10.0
HAD,0 days 00:02:23.291000,3.0,SOFT,11.0
GAS,,1.0,MEDIUM,1.0
GAS,0 days 00:01:34.764000,1.0,MEDIUM,2.0
GAS,,1.0,MEDIUM,3.0
GAS,0 days 00:02:12.687000,2.0,MEDIUM,4.0
GAS,0 days 00:01:33.539000,2.0,MEDIUM,5.0
GAS,0 days 00:02:20.115000,2.0,MEDIUM,6.0
GAS,0 days 00:02:13.863000,3.0,MEDIUM,7.0
GAS,,3.0,MEDIUM,8.0
GAS,,4.0,SOFT,1.0
GAS,0 days 00:01:32.585000,4.0,SOFT,2.0
GAS,,4.0,SOFT,3.0
GAS,,5.0,SOFT,4.0
GAS,0 days 00:01:33.163000,5.0,SOFT,5.0
