driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,HARD,1.0
VER,0 days 00:01:13.950000,1.0,HARD,2.0
VER,0 days 00:01:52.943000,1.0,HARD,3.0
VER,0 days 00:01:13.138000,1.0,HARD,4.0
VER,0 days 00:01:52.264000,1.0,HARD,5.0
VER,0 days 00:01:13.197000,1.0,HARD,6.0
VER,0 days 00:01:27.920000,1.0,HARD,7.0
VER,,2.0,HARD,8.0
VER,0 days 00:01:12.793000,2.0,HARD,9.0
VER,0 days 00:02:13.058000,2.0,HARD,10.0
VER,0 days 00:02:14.739000,2.0,HARD,11.0
VER,0 days 00:01:21.439000,2.0,HARD,12.0
VER,,3.0,HARD,13.0
VER,0 days 00:01:17.470000,3.0,HARD,14.0
VER,0 days 00:01:17.391000,3.0,HARD,15.0
VER,0 days 00:01:17.109000,3.0,HARD,16.0
VER,0 days 00:01:17.402000,3.0,HARD,17.0
VER,0 days 00:01:17.370000,3.0,HARD,18.0
VER,0 days 00:01:17.994000,3.0,HARD,19.0
VER,0 days 00:01:17.735000,3.0,HARD,20.0
VER,0 days 00:01:17.737000,3.0,HARD,21.0
VER,0 days 00:01:17.593000,3.0,HARD,22.0
VER,0 days 00:01:19.012000,3.0,HARD,23.0
VER,0 days 00:01:17.492000,3.0,HARD,24.0
VER,0 days 00:01:17.490000,3.0,HARD,25.0
VER,0 days 00:01:17.523000,3.0,HARD,26.0
VER,0 days 00:01:17.137000,3.0,HARD,27.0
VER,0 days 00:01:17.464000,3.0,HARD,28.0
VER,,3.0,HARD,29.0
VER,0 days 00:01:29.738000,3.0,HARD,30.0
SAR,,1.0,HARD,1.0
SAR,0 days 00:01:16.001000,1.0,HARD,2.0
SAR,0 days 00:01:32.785000,1.0,HARD,3.0
SAR,0 days 00:01:17.067000,1.0,HARD,4.0
SAR,0 days 00:01:43.163000,1.0,HARD,5.0
SAR,0 days 00:01:14.343000,1.0,HARD,6.0
SAR,0 days 00:01:40.394000,1.0,HARD,7.0
SAR,0 days 00:01:14.192000,1.0,HARD,8.0
SAR,0 days 00:01:36.365000,1.0,HARD,9.0
SAR,0 days 00:01:41.128000,2.0,HARD,10.0
SAR,0 days 00:01:15.452000,2.0,HARD,11.0
SAR,0 days 00:01:15.698000,2.0,HARD,12.0
SAR,0 days 00:01:15.604000,2.0,HARD,13.0
SAR,0 days 00:01:15.600000,2.0,HARD,14.0
