driver,team,position,status,dnf_flag
PIA,McLaren,1.0,,0
NOR,McLaren,2.0,,0
RUS,Mercedes,3.0,,0
VER,Red Bull Racing,4.0,,0
ALB,Williams,5.0,,0
ANT,Mercedes,6.0,,0
LEC,Ferrari,7.0,,0
HAM,Ferrari,8.0,,0
SAI,Williams,9.0,,0
TSU,Red Bull Racing,10.0,,0
HAD,Racing Bulls,11.0,,0
OCO,Haas F1 Team,12.0,,0
GAS,Alpine,13.0,,0
HUL,Kick Sauber,14.0,,0
ALO,Aston Martin,15.0,,0
STR,Aston Martin,16.0,,0
LAW,Racing Bulls,17.0,,0
BOR,Kick Sauber,18.0,,0
BEA,Haas F1 Team,19.0,,0
DOO,Alpine,20.0,,0
