driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,TEST_UNKNOWN,1.0
VER,0 days 00:01:20.085000,1.0,TEST_UNKNOWN,2.0
VER,0 days 00:01:53.602000,1.0,TEST_UNKNOWN,3.0
VER,0 days 00:01:20.114000,1.0,TEST_UNKNOWN,4.0
VER,0 days 00:01:37.391000,1.0,TEST_UNKNOWN,5.0
VER,0 days 00:02:04.538000,2.0,MEDIUM,1.0
VER,0 days 00:01:19.511000,2.0,MEDIUM,2.0
VER,0 days 00:01:38.734000,2.0,MEDIUM,3.0
VER,,3.0,SOFT,1.0
VER,0 days 00:01:18.686000,3.0,SOFT,2.0
VER,0 days 00:01:36.257000,3.0,SOFT,3.0
VER,,4.0,MEDIUM,4.0
VER,0 days 00:01:23.417000,4.0,MEDIUM,5.0
VER,0 days 00:01:23.729000,4.0,MEDIUM,6.0
VER,0 days 00:01:23.551000,4.0,MEDIUM,7.0
VER,0 days 00:01:23.408000,4.0,MEDIUM,8.0
VER,0 days 00:01:23.168000,4.0,MEDIUM,9.0
VER,0 days 00:01:26.704000,4.0,MEDIUM,10.0
VER,0 days 00:01:23.290000,4.0,MEDIUM,11.0
VER,0 days 00:01:23.220000,4.0,MEDIUM,12.0
VER,0 days 00:01:22.912000,4.0,MEDIUM,13.0
VER,0 days 00:01:22.883000,4.0,MEDIUM,14.0
VER,0 days 00:01:29.004000,4.0,MEDIUM,15.0
VER,,5.0,SOFT,4.0
VER,0 days 00:01:31.958000,5.0,SOFT,5.0
VER,0 days 00:02:04.403000,5.0,SOFT,6.0
SAR,,1.0,TEST_UNKNOWN,1.0
SAR,0 days 00:01:20.830000,1.0,TEST_UNKNOWN,2.0
SAR,0 days 00:01:46.537000,1.0,TEST_UNKNOWN,3.0
SAR,,2.0,MEDIUM,1.0
SAR,0 days 00:01:49.388000,2.0,MEDIUM,2.0
SAR,0 days 00:01:21.875000,2.0,MEDIUM,3.0
SAR,0 days 00:01:40.701000,2.0,MEDIUM,4.0
SAR,0 days 00:01:21.428000,2.0,MEDIUM,5.0
SAR,0 days 00:01:38.164000,2.0,MEDIUM,6.0
SAR,,3.0,SOFT,1.0
SAR,0 days 00:01:19.900000,3.0,SOFT,2.0
SAR,0 days 00:01:51.700000,3.0,SOFT,3.0
SAR,0 days 00:01:58.827000,3.0,SOFT,4.0
SAR,0 days 00:01:38.082000,3.0,SOFT,5.0
SAR,0 days 00:01:50.074000,3.0,SOFT,6.0
SAR,,4.0,SOFT,7.0
SAR,0 days 00:01:28.219000,4.0,SOFT,8.0
SAR,0 days 00:01:50.786000,5.0,MEDIUM,7.0
SAR,0 days 00:01:24.053000,5.0,MEDIUM,8.0
SAR,0 days 00:01:23.381000,5.0,MEDIUM,9.0
SAR,0 days 00:01:24.006000,5.0,MEDIUM,10.0
SAR,0 days 00:01:24.069000,5.0,MEDIUM,11.0
