driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,HARD,1.0
VER,0 days 00:01:37.593000,1.0,HARD,2.0
VER,,1.0,HARD,3.0
VER,0 days 00:01:35.538000,1.0,HARD,4.0
VER,,1.0,HARD,5.0
VER,0 days 00:01:35.709000,1.0,HARD,6.0
VER,0 days 00:02:23.004000,1.0,HARD,7.0
VER,,2.0,SOFT,1.0
VER,0 days 00:01:33.855000,2.0,SOFT,2.0
VER,,2.0,SOFT,3.0
VER,,2.0,SOFT,4.0
VER,0 days 00:01:33.991000,2.0,SOFT,5.0
VER,0 days 00:01:52.581000,2.0,SOFT,6.0
VER,,3.0,SOFT,7.0
VER,0 days 00:01:40.499000,3.0,SOFT,8.0
VER,0 days 00:01:40.708000,3.0,SOFT,9.0
VER,0 days 00:01:53.679000,3.0,SOFT,10.0
VER,0 days 00:01:40.496000,3.0,SOFT,11.0
VER,0 days 00:01:40.299000,3.0,SOFT,12.0
VER,0 days 00:01:40.871000,3.0,SOFT,13.0
VER,0 days 00:01:40.251000,3.0,SOFT,14.0
VER,0 days 00:02:19.314000,3.0,SOFT,15.0
VER,0 days 00:02:17.079000,3.0,SOFT,16.0
NOR,,1.0,HARD,1.0
NOR,0 days 00:01:39.704000,1.0,HARD,2.0
NOR,0 days 00:02:20.018000,1.0,HARD,3.0
NOR,0 days 00:01:36.725000,1.0,HARD,4.0
NOR,0 days 00:02:29.990000,1.0,HARD,5.0
NOR,0 days 00:01:58.489000,1.0,HARD,6.0
NOR,,2.0,HARD,7.0
NOR,0 days 00:01:36.430000,2.0,HARD,8.0
NOR,0 days 00:02:10.961000,2.0,HARD,9.0
NOR,0 days 00:01:35.765000,2.0,HARD,10.0
NOR,0 days 00:01:50.315000,2.0,HARD,11.0
NOR,,3.0,HARD,12.0
NOR,0 days 00:01:52.309000,3.0,HARD,13.0
NOR,0 days 00:01:38.431000,3.0,HARD,14.0
NOR,0 days 00:01:37.397000,3.0,HARD,15.0
NOR,0 days 00:01:37.528000,3.0,HARD,16.0
NOR,0 days 00:01:37.429000,3.0,HARD,17.0
NOR,0 days 00:01:37.102000,3.0,HARD,18.0
NOR,0 days 00:01:37.276000,3.0,HARD,19.0
NOR,0 days 00:01:40.152000,3.0,HARD,20.0
NOR,,4.0,SOFT,1.0
NOR,0 days 00:01:33.868000,4.0,SOFT,2.0
NOR,0 days 00:02:06.398000,4.0,SOFT,3.0
NOR,0 days 00:02:17.387000,4.0,SOFT,4.0
NOR,0 days 00:02:25.155000,4.0,SOFT,5.0
GAS,,1.0,HARD,1.0
GAS,0 days 00:01:40.408000,1.0,HARD,2.0
GAS,0 days 00:02:18.773000,1.0,HARD,3.0
GAS,0 days 00:01:37.674000,1.0,HARD,4.0
GAS,,1.0,HARD,5.0
GAS,0 days 00:02:16.734000,1.0,HARD,6.0
GAS,0 days 00:02:00.496000,1.0,HARD,7.0
GAS,,2.0,HARD,8.0
GAS,0 days 00:01:37,2.0,HARD,9.0
GAS,0 days 00:02:19.983000,2.0,HARD,10.0
GAS,0 days 00:01:36.915000,2.0,HARD,11.0
GAS,0 days 00:01:40.657000,2.0,HARD,12.0
GAS,0 days 00:01:38.378000,2.0,HARD,13.0
GAS,0 days 00:01:38.401000,2.0,HARD,14.0
GAS,0 days 00:01:38.647000,2.0,HARD,15.0
GAS,0 days 00:01:55.618000,2.0,HARD,16.0
GAS,,3.0,SOFT,1.0
GAS,0 days 00:01:34.375000,3.0,SOFT,2.0
GAS,,3.0,SOFT,3.0
GAS,0 days 00:02:04.832000,3.0,SOFT,4.0
GAS,0 days 00:01:34.774000,3.0,SOFT,5.0
GAS,0 days 00:02:20.686000,3.0,SOFT,6.0
GAS,0 days 00:02:18.755000,3.0,SOFT,7.0
GAS,0 days 00:02:16.364000,3.0,SOFT,8.0
PER,,1.0,HARD,1.0
PER,0 days 00:01:39.959000,1.0,HARD,2.0
PER,0 days 00:02:24.090000,1.0,HARD,3.0
PER,0 days 00:01:36.823000,1.0,HARD,4.0
PER,,1.0,HARD,5.0
PER,0 days 00:01:48.120000,1.0,HARD,6.0
PER,0 days 00:02:15.339000,1.0,HARD,7.0
PER,0 days 00:01:36.096000,1.0,HARD,8.0
PER,0 days 00:02:00.510000,1.0,HARD,9.0
PER,,2.0,SOFT,1.0
PER,0 days 00:01:34.717000,2.0,SOFT,2.0
PER,,2.0,SOFT,3.0
PER,,3.0,SOFT,4.0
PER,0 days 00:01:34.638000,3.0,SOFT,5.0
PER,0 days 00:02:08.279000,3.0,SOFT,6.0
PER,,4.0,SOFT,7.0
PER,0 days 00:01:39.372000,4.0,SOFT,8.0
PER,0 days 00:01:40.871000,4.0,SOFT,9.0
PER,0 days 00:01:57.867000,4.0,SOFT,10.0
PER,0 days 00:01:39.248000,4.0,SOFT,11.0
PER,0 days 00:01:39.964000,4.0,SOFT,12.0
PER,0 days 00:01:39.548000,4.0,SOFT,13.0
PER,0 days 00:02:24.669000,4.0,SOFT,14.0
PER,0 days 00:02:18.889000,4.0,SOFT,15.0
ALO,,1.0,HARD,1.0
ALO,0 days 00:02:29.604000,2.0,HARD,1.0
ALO,0 days 00:01:39.004000,2.0,HARD,2.0
ALO,0 days 00:02:26.604000,2.0,HARD,3.0
ALO,0 days 00:01:37.196000,2.0,HARD,4.0
ALO,0 days 00:02:13.547000,2.0,HARD,5.0
ALO,,3.0,HARD,6.0
ALO,0 days 00:01:36.703000,3.0,HARD,7.0
ALO,0 days 00:02:27.999000,3.0,HARD,8.0
ALO,0 days 00:01:36.499000,3.0,HARD,9.0
ALO,0 days 00:01:51.821000,3.0,HARD,10.0
ALO,,4.0,HARD,11.0
ALO,0 days 00:01:35.829000,4.0,HARD,12.0
ALO,0 days 00:02:28.343000,4.0,HARD,13.0
ALO,0 days 00:01:36.348000,4.0,HARD,14.0
