driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,MEDIUM,1.0
VER,0 days 00:01:24.798000,1.0,MEDIUM,2.0
VER,,1.0,MEDIUM,3.0
VER,0 days 00:01:24.553000,1.0,MEDIUM,4.0
VER,,1.0,MEDIUM,5.0
VER,0 days 00:01:55.298000,1.0,MEDIUM,6.0
VER,0 days 00:01:24.399000,1.0,MEDIUM,7.0
VER,0 days 00:01:49.591000,1.0,MEDIUM,8.0
VER,,2.0,SOFT,1.0
VER,0 days 00:01:23.446000,2.0,SOFT,2.0
VER,0 days 00:01:49.305000,2.0,SOFT,3.0
VER,,3.0,MEDIUM,9.0
VER,0 days 00:01:29.583000,3.0,MEDIUM,10.0
VER,0 days 00:01:29.324000,3.0,MEDIUM,11.0
VER,0 days 00:01:29.322000,3.0,MEDIUM,12.0
VER,0 days 00:01:29.297000,3.0,MEDIUM,13.0
VER,0 days 00:01:29.241000,3.0,MEDIUM,14.0
VER,0 days 00:01:29.232000,3.0,MEDIUM,15.0
VER,0 days 00:01:29.269000,3.0,MEDIUM,16.0
VER,0 days 00:01:29.495000,3.0,MEDIUM,17.0
VER,0 days 00:01:29.505000,3.0,MEDIUM,18.0
VER,0 days 00:01:29.557000,3.0,MEDIUM,19.0
VER,0 days 00:01:29.787000,3.0,MEDIUM,20.0
VER,0 days 00:01:29.971000,3.0,MEDIUM,21.0
VER,0 days 00:01:30.212000,3.0,MEDIUM,22.0
VER,0 days 00:01:30.432000,3.0,MEDIUM,23.0
VER,0 days 00:01:30.930000,3.0,MEDIUM,24.0
VER,0 days 00:01:32.348000,3.0,MEDIUM,25.0
VER,0 days 00:02:26.972000,4.0,SOFT,4.0
VER,0 days 00:01:45.076000,4.0,SOFT,5.0
VER,0 days 00:02:01.824000,4.0,SOFT,6.0
NOR,,1.0,MEDIUM,1.0
NOR,0 days 00:01:44.327000,1.0,MEDIUM,2.0
NOR,0 days 00:01:25.207000,1.0,MEDIUM,3.0
NOR,0 days 00:02:12.895000,1.0,MEDIUM,4.0
NOR,0 days 00:02:10.047000,1.0,MEDIUM,5.0
NOR,0 days 00:01:40.151000,1.0,MEDIUM,6.0
NOR,0 days 00:02:05.067000,1.0,MEDIUM,7.0
NOR,0 days 00:01:24.292000,1.0,MEDIUM,8.0
NOR,0 days 00:01:54.302000,1.0,MEDIUM,9.0
NOR,,2.0,SOFT,1.0
NOR,0 days 00:01:23.083000,2.0,SOFT,2.0
NOR,0 days 00:02:19.142000,2.0,SOFT,3.0
NOR,0 days 00:02:27.977000,3.0,SOFT,4.0
NOR,0 days 00:01:23.411000,3.0,SOFT,5.0
NOR,0 days 00:01:34.838000,3.0,SOFT,6.0
NOR,,4.0,MEDIUM,10.0
NOR,0 days 00:01:29.429000,4.0,MEDIUM,11.0
NOR,0 days 00:01:29.103000,4.0,MEDIUM,12.0
NOR,0 days 00:01:29.293000,4.0,MEDIUM,13.0
NOR,0 days 00:01:29.093000,4.0,MEDIUM,14.0
NOR,0 days 00:01:29.372000,4.0,MEDIUM,15.0
NOR,0 days 00:01:29.452000,4.0,MEDIUM,16.0
NOR,0 days 00:01:29.095000,4.0,MEDIUM,17.0
NOR,0 days 00:01:29.322000,4.0,MEDIUM,18.0
NOR,0 days 00:01:31.650000,4.0,MEDIUM,19.0
NOR,0 days 00:01:51.749000,5.0,SOFT,7.0
NOR,0 days 00:02:07.206000,5.0,SOFT,8.0
NOR,0 days 00:02:19.060000,5.0,SOFT,9.0
BOR,,1.0,MEDIUM,1.0
BOR,0 days 00:01:25.812000,1.0,MEDIUM,2.0
BOR,,1.0,MEDIUM,3.0
BOR,0 days 00:01:25.381000,1.0,MEDIUM,4.0
BOR,,1.0,MEDIUM,5.0
