driver,LapTime,Stint,Compound,TyreLife
VER,,1.0,MEDIUM,1.0
VER,0 days 00:01:13.910000,1.0,MEDIUM,2.0
VER,0 days 00:02:27.638000,1.0,MEDIUM,3.0
VER,0 days 00:02:10.946000,2.0,MEDIUM,4.0
VER,0 days 00:01:24.950000,2.0,MEDIUM,5.0
VER,,3.0,SOFT,1.0
VER,0 days 00:01:13.070000,3.0,SOFT,2.0
VER,0 days 00:01:32.638000,3.0,SOFT,3.0
VER,,4.0,MEDIUM,6.0
VER,0 days 00:01:19.758000,4.0,MEDIUM,7.0
VER,0 days 00:01:19.961000,4.0,MEDIUM,8.0
VER,0 days 00:01:19.716000,4.0,MEDIUM,9.0
VER,0 days 00:01:19.797000,4.0,MEDIUM,10.0
VER,0 days 00:01:22.921000,4.0,MEDIUM,11.0
VER,0 days 00:01:20.486000,4.0,MEDIUM,12.0
VER,0 days 00:01:20.451000,4.0,MEDIUM,13.0
VER,0 days 00:01:20.450000,4.0,MEDIUM,14.0
VER,0 days 00:01:24.730000,4.0,MEDIUM,15.0
VER,0 days 00:01:43.673000,5.0,SOFT,4.0
VER,0 days 00:01:19.924000,5.0,SOFT,5.0
VER,0 days 00:01:19.620000,5.0,SOFT,6.0
VER,0 days 00:01:19.998000,5.0,SOFT,7.0
VER,0 days 00:01:19.528000,5.0,SOFT,8.0
VER,0 days 00:01:19.865000,5.0,SOFT,9.0
VER,0 days 00:01:20.297000,5.0,SOFT,10.0
VER,0 days 00:01:19.961000,5.0,SOFT,11.0
VER,0 days 00:01:20.011000,5.0,SOFT,12.0
VER,0 days 00:01:20.062000,5.0,SOFT,13.0
VER,0 days 00:02:20.914000,5.0,SOFT,14.0
VER,0 days 00:02:00.493000,5.0,SOFT,15.0
NOR,,1.0,MEDIUM,1.0
NOR,0 days 00:01:13.636000,1.0,MEDIUM,2.0
NOR,0 days 00:02:13.205000,1.0,MEDIUM,3.0
NOR,,2.0,MEDIUM,4.0
NOR,0 days 00:01:13.922000,2.0,MEDIUM,5.0
NOR,0 days 00:01:43.443000,2.0,MEDIUM,6.0
NOR,,3.0,SOFT,1.0
NOR,0 days 00:01:13.070000,3.0,SOFT,2.0
NOR,0 days 00:01:42.590000,3.0,SOFT,3.0
NOR,0 days 00:02:26.648000,4.0,SOFT,4.0
NOR,0 days 00:01:26.170000,4.0,SOFT,5.0
NOR,,5.0,SOFT,6.0
NOR,0 days 00:01:20.066000,5.0,SOFT,7.0
NOR,0 days 00:01:19.911000,5.0,SOFT,8.0
NOR,0 days 00:01:20.067000,5.0,SOFT,9.0
NOR,0 days 00:01:20.292000,5.0,SOFT,10.0
NOR,0 days 00:01:20.255000,5.0,SOFT,11.0
NOR,0 days 00:01:20.180000,5.0,SOFT,12.0
NOR,0 days 00:01:20.135000,5.0,SOFT,13.0
NOR,0 days 00:01:20.273000,5.0,SOFT,14.0
NOR,0 days 00:01:20.488000,5.0,SOFT,15.0
NOR,0 days 00:01:20.540000,5.0,SOFT,16.0
NOR,0 days 00:01:24.169000,5.0,SOFT,17.0
NOR,0 days 00:01:38.694000,6.0,MEDIUM,7.0
NOR,0 days 00:01:18.503000,6.0,MEDIUM,8.0
NOR,0 days 00:01:18.916000,6.0,MEDIUM,9.0
NOR,0 days 00:01:18.792000,6.0,MEDIUM,10.0
NOR,0 days 00:01:18.853000,6.0,MEDIUM,11.0
NOR,0 days 00:01:27.938000,6.0,MEDIUM,12.0
NOR,0 days 00:01:48.293000,6.0,MEDIUM,13.0
NOR,0 days 00:02:15.559000,6.0,MEDIUM,14.0
BOR,,1.0,MEDIUM,1.0
BOR,0 days 00:01:15.261000,1.0,MEDIUM,2.0
BOR,0 days 00:02:20.398000,1.0,MEDIUM,3.0
BOR,0 days 00:02:06.408000,2.0,MEDIUM,4.0
BOR,0 days 00:01:15.315000,2.0,MEDIUM,5.0
BOR,0 days 00:02:14.443000,2.0,MEDIUM,6.0
BOR,0 days 00:02:23.897000,3.0,MEDIUM,7.0
BOR,0 days 00:01:27.325000,3.0,MEDIUM,8.0
BOR,,4.0,SOFT,1.0
BOR,0 days 00:01:13.959000,4.0,SOFT,2.0
BOR,0 days 00:02:10.996000,4.0,SOFT,3.0
BOR,0 days 00:02:24.545000,5.0,SOFT,4.0
BOR,0 days 00:01:20.485000,5.0,SOFT,5.0
BOR,,6.0,SOFT,6.0
BOR,0 days 00:01:19.946000,6.0,SOFT,7.0
BOR,0 days 00:01:21.075000,6.0,SOFT,8.0
BOR,0 days 00:01:20.847000,6.0,SOFT,9.0
BOR,0 days 00:01:20.981000,6.0,SOFT,10.0
BOR,0 days 00:01:21.301000,6.0,SOFT,11.0
BOR,0 days 00:01:20.719000,6.0,SOFT,12.0
BOR,0 days 00:01:20.982000,6.0,SOFT,13.0
BOR,0 days 00:01:21.598000,6.0,SOFT,14.0
BOR,0 days 00:01:21.828000,6.0,SOFT,15.0
BOR,0 days 00:01:22.184000,6.0,SOFT,16.0
BOR,0 days 00:01:22.180000,6.0,SOFT,17.0
BOR,,6.0,SOFT,18.0
BOR,0 days 00:01:47.993000,6.0,SOFT,19.0
HAD,,1.0,MEDIUM,1.0
HAD,0 days 00:01:14.810000,1.0,MEDIUM,2.0
HAD,0 days 00:02:09.505000,1.0,MEDIUM,3.0
HAD,,2.0,MEDIUM,4.0
HAD,0 days 00:01:14.481000,2.0,MEDIUM,5.0
HAD,0 days 00:02:05.822000,2.0,MEDIUM,6.0
HAD,,3.0,MEDIUM,7.0
HAD,0 days 00:01:15.155000,3.0,MEDIUM,8.0
HAD,0 days 00:01:28.583000,3.0,MEDIUM,9.0
HAD,,4.0,SOFT,1.0
HAD,0 days 00:01:13.400000,4.0,SOFT,2.0
HAD,0 days 00:01:39.584000,4.0,SOFT,3.0
HAD,,5.0,SOFT,4.0
HAD,0 days 00:01:53.082000,6.0,SOFT,5.0
HAD,0 days 00:01:21.221000,6.0,SOFT,6.0
HAD,0 days 00:01:21.008000,6.0,SOFT,7.0
