driver,team,position,status,dnf_flag,race,race_order,dnf_rate,reliability
ALO,Aston Martin,3.0,finished,0.0,Bahrain Grand Prix,0,,
ALO,Aston Martin,3.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
ALO,Aston Martin,3.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
ALO,Aston Martin,4.0,finished,0.0,Azerbaijan Grand Prix,3,0.0,1.0
ALO,Aston Martin,3.0,finished,0.0,Miami Grand Prix,4,0.0,1.0
ALO,Aston Martin,2.0,finished,0.0,Monaco Grand Prix,5,0.0,1.0
ALO,Aston Martin,7.0,finished,0.0,Spanish Grand Prix,6,0.0,1.0
ALO,Aston Martin,2.0,finished,0.0,Canadian Grand Prix,7,0.0,1.0
ALO,Aston Martin,5.0,finished,0.0,Austrian Grand Prix,8,0.0,1.0
ALO,Aston Martin,7.0,finished,0.0,British Grand Prix,9,0.0,1.0
ALO,Aston Martin,9.0,finished,0.0,Hungarian Grand Prix,10,0.0,1.0
ALO,Aston Martin,5.0,finished,0.0,Belgian Grand Prix,11,0.0,1.0
ALO,Aston Martin,2.0,finished,0.0,Dutch Grand Prix,12,0.0,1.0
ALO,Aston Martin,9.0,finished,0.0,Italian Grand Prix,13,0.0,1.0
ALO,Aston Martin,15.0,finished,0.0,Singapore Grand Prix,14,0.0,1.0
ALO,Aston Martin,8.0,finished,0.0,Japanese Grand Prix,15,0.0,1.0
ALO,Aston Martin,6.0,finished,0.0,Qatar Grand Prix,16,0.0,1.0
ALO,Aston Martin,,retired,1.0,United States Grand Prix,17,0.0,1.0
ALO,Aston Martin,18.0,withdrew,0.0,Mexico City Grand Prix,18,0.3335590325451979,0.6664409674548021
ALO,Aston Martin,3.0,finished,0.0,Brazilian Grand Prix,19,0.22232251034809997,0.7776774896519001
ALO,Aston Martin,9.0,finished,0.0,Las Vegas Grand Prix,20,0.148192713944408,0.851807286055592
ALO,,,,0.0,Abu Dhabi Grand Prix,21,0.09878523713341432,0.9012147628665856
BOT,Alfa Romeo,8.0,finished,0.0,Bahrain Grand Prix,0,,
BOT,Alfa Romeo,18.0,lapped,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
BOT,Alfa Romeo,11.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
BOT,Alfa Romeo,18.0,lapped,0.0,Azerbaijan Grand Prix,3,0.0,1.0
BOT,Alfa Romeo,13.0,finished,0.0,Miami Grand Prix,4,0.0,1.0
BOT,Alfa Romeo,11.0,lapped,0.0,Monaco Grand Prix,5,0.0,1.0
BOT,Alfa Romeo,19.0,lapped,0.0,Spanish Grand Prix,6,0.0,1.0
BOT,Alfa Romeo,10.0,finished,0.0,Canadian Grand Prix,7,0.0,1.0
BOT,Alfa Romeo,15.0,lapped,0.0,Austrian Grand Prix,8,0.0,1.0
BOT,Alfa Romeo,12.0,finished,0.0,British Grand Prix,9,0.0,1.0
BOT,Alfa Romeo,12.0,lapped,0.0,Hungarian Grand Prix,10,0.0,1.0
BOT,Alfa Romeo,12.0,finished,0.0,Belgian Grand Prix,11,0.0,1.0
BOT,Alfa Romeo,14.0,finished,0.0,Dutch Grand Prix,12,0.0,1.0
BOT,Alfa Romeo,10.0,finished,0.0,Italian Grand Prix,13,0.0,1.0
BOT,Alfa Romeo,,retired,1.0,Singapore Grand Prix,14,0.0,1.0
BOT,Alfa Romeo,,retired,1.0,Japanese Grand Prix,15,0.3340962950974421,0.6659037049025579
BOT,Alfa Romeo,8.0,finished,0.0,Qatar Grand Prix,16,0.5564026445524943,0.44359735544750567
BOT,Alfa Romeo,12.0,finished,0.0,United States Grand Prix,17,0.3707466631169427,0.6292533368830573
BOT,Alfa Romeo,15.0,finished,0.0,Mexico City Grand Prix,18,0.24708076484829486,0.7529192351517051
BOT,Alfa Romeo,,retired,1.0,Brazilian Grand Prix,19,0.16468334099859264,0.8353166590014074
BOT,Alfa Romeo,17.0,finished,0.0,Las Vegas Grand Prix,20,0.4432059870744795,0.5567940129255204
BOT,,,,0.0,Abu Dhabi Grand Prix,21,0.2954410332786373,0.7045589667213628
DEV,AlphaTauri,14.0,lapped,0.0,Bahrain Grand Prix,0,,
DEV,AlphaTauri,14.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
DEV,AlphaTauri,,retired,1.0,Australian Grand Prix,2,0.0,1.0
DEV,AlphaTauri,,retired,1.0,Azerbaijan Grand Prix,3,0.47368421052631565,0.5263157894736843
DEV,AlphaTauri,18.0,finished,0.0,Miami Grand Prix,4,0.6923076923076922,0.3076923076923078
DEV,AlphaTauri,12.0,lapped,0.0,Monaco Grand Prix,5,0.42654028436018954,0.5734597156398105
DEV,AlphaTauri,14.0,lapped,0.0,Spanish Grand Prix,6,0.27067669172932335,0.7293233082706767
DEV,AlphaTauri,18.0,lapped,0.0,Canadian Grand Prix,7,0.1748421563865955,0.8251578436134045
DEV,AlphaTauri,17.0,lapped,0.0,Austrian Grand Prix,8,0.11419508326724828,0.8858049167327517
DEV,AlphaTauri,17.0,finished,0.0,British Grand Prix,9,0.07511345261071416,0.9248865473892859
DEV,,,,0.0,Abu Dhabi Grand Prix,21,0.049633778543731195,0.9503662214562688
GAS,Alpine,9.0,finished,0.0,Bahrain Grand Prix,0,,
GAS,Alpine,9.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
GAS,Alpine,,retired,1.0,Australian Grand Prix,2,0.0,1.0
GAS,Alpine,14.0,finished,0.0,Azerbaijan Grand Prix,3,0.47368421052631565,0.5263157894736843
GAS,Alpine,8.0,finished,0.0,Miami Grand Prix,4,0.2769230769230769,0.7230769230769232
GAS,Alpine,7.0,finished,0.0,Monaco Grand Prix,5,0.17061611374407584,0.8293838862559242
GAS,Alpine,10.0,finished,0.0,Spanish Grand Prix,6,0.10827067669172935,0.8917293233082706
GAS,Alpine,12.0,finished,0.0,Canadian Grand Prix,7,0.0699368625546382,0.9300631374453618
GAS,Alpine,10.0,finished,0.0,Austrian Grand Prix,8,0.045678033306899304,0.9543219666931007
GAS,Alpine,,retired,1.0,British Grand Prix,9,0.030045381044285658,0.9699546189557143
GAS,Alpine,,retired,1.0,Hungarian Grand Prix,10,0.359069366652305,0.640930633347695
GAS,Alpine,11.0,finished,0.0,Belgian Grand Prix,11,0.5752117373600077,0.42478826263999225
GAS,Alpine,3.0,finished,0.0,Dutch Grand Prix,12,0.3819852278868673,0.6180147721131327
GAS,Alpine,15.0,finished,0.0,Italian Grand Prix,13,0.25399919678765503,0.746000803212345
GAS,Alpine,6.0,finished,0.0,Singapore Grand Prix,14,0.16904177728919134,0.8309582227108087
GAS,Alpine,10.0,finished,0.0,Japanese Grand Prix,15,0.11256554578018559,0.8874344542198144
GAS,Alpine,12.0,finished,0.0,Qatar Grand Prix,16,0.07498648536563152,0.9250135146343685
GAS,Alpine,6.0,finished,0.0,United States Grand Prix,17,0.04996559506027372,0.9500344049397262
GAS,Alpine,11.0,finished,0.0,Mexico City Grand Prix,18,0.0332991195114237,0.9667008804885763
GAS,Alpine,7.0,finished,0.0,Brazilian Grand Prix,19,0.022194403748182028,0.977805596251818
GAS,Alpine,11.0,finished,0.0,Las Vegas Grand Prix,20,0.0147940436650847,0.9852059563349153
GAS,,,,0.0,Abu Dhabi Grand Prix,21,0.009861706913375715,0.9901382930866243
HAM,Mercedes,5.0,finished,0.0,Bahrain Grand Prix,0,,
HAM,Mercedes,5.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
HAM,Mercedes,2.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
HAM,Mercedes,6.0,finished,0.0,Azerbaijan Grand Prix,3,0.0,1.0
HAM,Mercedes,6.0,finished,0.0,Miami Grand Prix,4,0.0,1.0
HAM,Mercedes,4.0,finished,0.0,Monaco Grand Prix,5,0.0,1.0
HAM,Mercedes,2.0,finished,0.0,Spanish Grand Prix,6,0.0,1.0
HAM,Mercedes,3.0,finished,0.0,Canadian Grand Prix,7,0.0,1.0
HAM,Mercedes,8.0,finished,0.0,Austrian Grand Prix,8,0.0,1.0
HAM,Mercedes,3.0,finished,0.0,British Grand Prix,9,0.0,1.0
HAM,Mercedes,4.0,finished,0.0,Hungarian Grand Prix,10,0.0,1.0
HAM,Mercedes,4.0,finished,0.0,Belgian Grand Prix,11,0.0,1.0
HAM,Mercedes,6.0,finished,0.0,Dutch Grand Prix,12,0.0,1.0
HAM,Mercedes,6.0,finished,0.0,Italian Grand Prix,13,0.0,1.0
HAM,Mercedes,3.0,finished,0.0,Singapore Grand Prix,14,0.0,1.0
HAM,Mercedes,5.0,finished,0.0,Japanese Grand Prix,15,0.0,1.0
HAM,Mercedes,,retired,1.0,Qatar Grand Prix,16,0.0,1.0
HAM,Mercedes,,disqualified,1.0,United States Grand Prix,17,0.33367199680524834,0.6663280031947516
HAM,Mercedes,2.0,finished,0.0,Mexico City Grand Prix,18,0.5559317209086633,0.4440682790913367
HAM,Mercedes,8.0,finished,0.0,Brazilian Grand Prix,19,0.3705375172468333,0.6294624827531667
HAM,Mercedes,7.0,finished,0.0,Las Vegas Grand Prix,20,0.24698785657401334,0.7530121434259867
HAM,,,,0.0,Abu Dhabi Grand Prix,21,0.1646420618890239,0.8353579381109761
HUL,Haas F1 Team,15.0,lapped,0.0,Bahrain Grand Prix,0,,
HUL,Haas F1 Team,12.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
HUL,Haas F1 Team,7.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
HUL,Haas F1 Team,17.0,lapped,0.0,Azerbaijan Grand Prix,3,0.0,1.0
HUL,Haas F1 Team,15.0,finished,0.0,Miami Grand Prix,4,0.0,1.0
HUL,Haas F1 Team,17.0,lapped,0.0,Monaco Grand Prix,5,0.0,1.0
HUL,Haas F1 Team,15.0,lapped,0.0,Spanish Grand Prix,6,0.0,1.0
HUL,Haas F1 Team,15.0,lapped,0.0,Canadian Grand Prix,7,0.0,1.0
HUL,Haas F1 Team,,retired,1.0,Austrian Grand Prix,8,0.0,1.0
HUL,Haas F1 Team,13.0,finished,0.0,British Grand Prix,9,0.3422356684575661,0.657764331542434
HUL,Haas F1 Team,14.0,lapped,0.0,Hungarian Grand Prix,10,0.22614390348987504,0.773856096510125
HUL,Haas F1 Team,18.0,finished,0.0,Belgian Grand Prix,11,0.14988092450556542,0.8501190754944346
HUL,Haas F1 Team,12.0,finished,0.0,Dutch Grand Prix,12,0.09953256407095926,0.9004674359290408
HUL,Haas F1 Team,17.0,lapped,0.0,Italian Grand Prix,13,0.06618368848474686,0.9338163115152531
HUL,Haas F1 Team,13.0,finished,0.0,Singapore Grand Prix,14,0.044046628770912526,0.9559533712290875
HUL,Haas F1 Team,14.0,lapped,0.0,Japanese Grand Prix,15,0.02933081328701825,0.9706691867129817
HUL,Haas F1 Team,16.0,lapped,0.0,Qatar Grand Prix,16,0.01953896803915482,0.9804610319608452
HUL,Haas F1 Team,11.0,finished,0.0,United States Grand Prix,17,0.013019361558016104,0.9869806384419839
HUL,Haas F1 Team,13.0,finished,0.0,Mexico City Grand Prix,18,0.008676635912368112,0.9913233640876319
HUL,Haas F1 Team,12.0,lapped,0.0,Brazilian Grand Prix,19,0.005783118696246879,0.9942168813037531
HUL,Haas F1 Team,,retired,1.0,Las Vegas Grand Prix,20,0.003854832573263069,0.996145167426737
HUL,,,,0.0,Abu Dhabi Grand Prix,21,0.33596980604276083,0.6640301939572392
LAW,AlphaTauri,13.0,finished,0.0,Dutch Grand Prix,12,,
LAW,AlphaTauri,11.0,finished,0.0,Italian Grand Prix,13,0.0,1.0
LAW,AlphaTauri,9.0,finished,0.0,Singapore Grand Prix,14,0.0,1.0
LAW,AlphaTauri,11.0,lapped,0.0,Japanese Grand Prix,15,0.0,1.0
LAW,AlphaTauri,17.0,lapped,0.0,Qatar Grand Prix,16,0.0,1.0
LAW,,,,0.0,Abu Dhabi Grand Prix,21,0.0,1.0
LEC,Ferrari,,retired,1.0,Bahrain Grand Prix,0,,
LEC,Ferrari,7.0,finished,0.0,Saudi Arabian Grand Prix,1,1.0,0.0
LEC,Ferrari,,retired,1.0,Australian Grand Prix,2,0.4,0.6
LEC,Ferrari,3.0,finished,0.0,Azerbaijan Grand Prix,3,0.6842105263157894,0.3157894736842106
LEC,Ferrari,7.0,finished,0.0,Miami Grand Prix,4,0.39999999999999997,0.6000000000000001
LEC,Ferrari,6.0,finished,0.0,Monaco Grand Prix,5,0.24644549763033177,0.7535545023696683
LEC,Ferrari,11.0,finished,0.0,Spanish Grand Prix,6,0.15639097744360905,0.8436090225563909
LEC,Ferrari,4.0,finished,0.0,Canadian Grand Prix,7,0.10101991257892183,0.8989800874210782
LEC,Ferrari,2.0,finished,0.0,Austrian Grand Prix,8,0.065979381443299,0.934020618556701
LEC,Ferrari,9.0,finished,0.0,British Grand Prix,9,0.04339888373063484,0.9566011162693652
LEC,Ferrari,7.0,finished,0.0,Hungarian Grand Prix,10,0.02867729426971135,0.9713227057302887
LEC,Ferrari,3.0,finished,0.0,Belgian Grand Prix,11,0.019006390670420748,0.9809936093295792
LEC,Ferrari,19.0,undertray,0.0,Dutch Grand Prix,12,0.012621718230001246,0.9873782817699988
LEC,Ferrari,4.0,finished,0.0,Italian Grand Prix,13,0.00839274940090069,0.9916072505990993
LEC,Ferrari,4.0,finished,0.0,Singapore Grand Prix,14,0.0055855502419447116,0.9944144497580553
LEC,Ferrari,4.0,finished,0.0,Japanese Grand Prix,15,0.003719438600030362,0.9962805613999697
LEC,Ferrari,5.0,finished,0.0,Qatar Grand Prix,16,0.00247773531604585,0.9975222646839541
LEC,Ferrari,,disqualified,1.0,United States Grand Prix,17,0.001650984425585948,0.998349015574414
LEC,Ferrari,3.0,finished,0.0,Mexico City Grand Prix,18,0.33465931620303824,0.6653406837969618
LEC,Ferrari,,did not start,1.0,Brazilian Grand Prix,19,0.22305586726858118,0.7769441327314188
LEC,Ferrari,2.0,finished,0.0,Las Vegas Grand Prix,20,0.4821151513970511,0.5178848486029489
LEC,,,,0.0,Abu Dhabi Grand Prix,21,0.3213778753943036,0.6786221246056964
MAG,Haas F1 Team,13.0,lapped,0.0,Bahrain Grand Prix,0,,
MAG,Haas F1 Team,10.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
MAG,Haas F1 Team,,retired,1.0,Australian Grand Prix,2,0.0,1.0
MAG,Haas F1 Team,13.0,finished,0.0,Azerbaijan Grand Prix,3,0.47368421052631565,0.5263157894736843
MAG,Haas F1 Team,10.0,finished,0.0,Miami Grand Prix,4,0.2769230769230769,0.7230769230769232
MAG,Haas F1 Team,,retired,1.0,Monaco Grand Prix,5,0.17061611374407584,0.8293838862559242
MAG,Haas F1 Team,18.0,lapped,0.0,Spanish Grand Prix,6,0.4736842105263157,0.5263157894736843
MAG,Haas F1 Team,17.0,lapped,0.0,Canadian Grand Prix,7,0.305973773676542,0.694026226323458
MAG,Haas F1 Team,18.0,lapped,0.0,Austrian Grand Prix,8,0.1998413957176844,0.8001586042823157
MAG,Haas F1 Team,,retired,1.0,British Grand Prix,9,0.1314485420687497,0.8685514579312503
MAG,Haas F1 Team,17.0,lapped,0.0,Hungarian Grand Prix,10,0.4260749676863421,0.5739250323136579
MAG,Haas F1 Team,15.0,finished,0.0,Belgian Grand Prix,11,0.28238882003894944,0.7176111799610505
MAG,Haas F1 Team,16.0,finished,0.0,Dutch Grand Prix,12,0.18752808882230806,0.8124719111776919
MAG,Haas F1 Team,18.0,lapped,0.0,Italian Grand Prix,13,0.12469587947023299,0.875304120529767
MAG,Haas F1 Team,10.0,finished,0.0,Singapore Grand Prix,14,0.0829877155237975,0.9170122844762025
MAG,Haas F1 Team,15.0,lapped,0.0,Japanese Grand Prix,15,0.05526182722869627,0.9447381727713038
MAG,Haas F1 Team,14.0,lapped,0.0,Qatar Grand Prix,16,0.03681313114098649,0.9631868688590135
MAG,Haas F1 Team,14.0,lapped,0.0,United States Grand Prix,17,0.02452962016452006,0.9754703798354799
MAG,Haas F1 Team,19.0,accident,0.0,Mexico City Grand Prix,18,0.016347543793741568,0.9836524562062584
MAG,Haas F1 Team,,retired,1.0,Brazilian Grand Prix,19,0.010895903332366378,0.9891040966676337
MAG,Haas F1 Team,13.0,finished,0.0,Las Vegas Grand Prix,20,0.3406964493644609,0.6593035506355391
MAG,,,,0.0,Abu Dhabi Grand Prix,21,0.22710819341365163,0.7728918065863484
NOR,McLaren,17.0,lapped,0.0,Bahrain Grand Prix,0,,
NOR,McLaren,17.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
NOR,McLaren,6.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
NOR,McLaren,9.0,finished,0.0,Azerbaijan Grand Prix,3,0.0,1.0
NOR,McLaren,17.0,finished,0.0,Miami Grand Prix,4,0.0,1.0
NOR,McLaren,9.0,lapped,0.0,Monaco Grand Prix,5,0.0,1.0
NOR,McLaren,17.0,lapped,0.0,Spanish Grand Prix,6,0.0,1.0
NOR,McLaren,13.0,finished,0.0,Canadian Grand Prix,7,0.0,1.0
NOR,McLaren,4.0,finished,0.0,Austrian Grand Prix,8,0.0,1.0
NOR,McLaren,2.0,finished,0.0,British Grand Prix,9,0.0,1.0
NOR,McLaren,2.0,finished,0.0,Hungarian Grand Prix,10,0.0,1.0
NOR,McLaren,7.0,finished,0.0,Belgian Grand Prix,11,0.0,1.0
NOR,McLaren,7.0,finished,0.0,Dutch Grand Prix,12,0.0,1.0
NOR,McLaren,8.0,finished,0.0,Italian Grand Prix,13,0.0,1.0
NOR,McLaren,2.0,finished,0.0,Singapore Grand Prix,14,0.0,1.0
NOR,McLaren,2.0,finished,0.0,Japanese Grand Prix,15,0.0,1.0
NOR,McLaren,3.0,finished,0.0,Qatar Grand Prix,16,0.0,1.0
NOR,McLaren,2.0,finished,0.0,United States Grand Prix,17,0.0,1.0
NOR,McLaren,5.0,finished,0.0,Mexico City Grand Prix,18,0.0,1.0
NOR,McLaren,2.0,finished,0.0,Brazilian Grand Prix,19,0.0,1.0
NOR,McLaren,,retired,1.0,Las Vegas Grand Prix,20,0.0,1.0
NOR,,,,0.0,Abu Dhabi Grand Prix,21,0.3334001753252732,0.6665998246747268
OCO,Alpine,,retired,1.0,Bahrain Grand Prix,0,,
OCO,Alpine,8.0,finished,0.0,Saudi Arabian Grand Prix,1,1.0,0.0
OCO,Alpine,,retired,1.0,Australian Grand Prix,2,0.4,0.6
OCO,Alpine,15.0,finished,0.0,Azerbaijan Grand Prix,3,0.6842105263157894,0.3157894736842106
OCO,Alpine,9.0,finished,0.0,Miami Grand Prix,4,0.39999999999999997,0.6000000000000001
OCO,Alpine,3.0,finished,0.0,Monaco Grand Prix,5,0.24644549763033177,0.7535545023696683
OCO,Alpine,8.0,finished,0.0,Spanish Grand Prix,6,0.15639097744360905,0.8436090225563909
OCO,Alpine,8.0,finished,0.0,Canadian Grand Prix,7,0.10101991257892183,0.8989800874210782
OCO,Alpine,14.0,lapped,0.0,Austrian Grand Prix,8,0.065979381443299,0.934020618556701
OCO,Alpine,,retired,1.0,British Grand Prix,9,0.04339888373063484,0.9566011162693652
OCO,Alpine,,retired,1.0,Hungarian Grand Prix,10,0.36789314950452384,0.6321068504954761
OCO,Alpine,8.0,finished,0.0,Belgian Grand Prix,11,0.581059857566291,0.41894014243370903
OCO,Alpine,10.0,finished,0.0,Dutch Grand Prix,12,0.38586883349609835,0.6141311665039016
OCO,Alpine,,retired,1.0,Italian Grand Prix,13,0.25658158121870134,0.7434184187812987
OCO,Alpine,,retired,1.0,Singapore Grand Prix,14,0.5052394953619834,0.4947605046380166
OCO,Alpine,9.0,finished,0.0,Japanese Grand Prix,15,0.6705371469220857,0.32946285307791434
OCO,Alpine,7.0,finished,0.0,Qatar Grand Prix,16,0.446683961831206,0.553316038168794
OCO,Alpine,,retired,1.0,United States Grand Prix,17,0.29763803234610814,0.7023619676538919
OCO,Alpine,10.0,finished,0.0,Mexico City Grand Prix,18,0.531917210773282,0.468082789226718
OCO,Alpine,10.0,lapped,0.0,Brazilian Grand Prix,19,0.35453145637856887,0.6454685436214311
OCO,Alpine,4.0,finished,0.0,Las Vegas Grand Prix,20,0.23631875430491076,0.7636812456950892
OCO,,,,0.0,Abu Dhabi Grand Prix,21,0.15753004018700337,0.8424699598129967
PER,Red Bull Racing,2.0,finished,0.0,Bahrain Grand Prix,0,,
PER,Red Bull Racing,1.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
PER,Red Bull Racing,5.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
PER,Red Bull Racing,1.0,finished,0.0,Azerbaijan Grand Prix,3,0.0,1.0
PER,Red Bull Racing,2.0,finished,0.0,Miami Grand Prix,4,0.0,1.0
PER,Red Bull Racing,16.0,lapped,0.0,Monaco Grand Prix,5,0.0,1.0
PER,Red Bull Racing,4.0,finished,0.0,Spanish Grand Prix,6,0.0,1.0
PER,Red Bull Racing,6.0,finished,0.0,Canadian Grand Prix,7,0.0,1.0
PER,Red Bull Racing,3.0,finished,0.0,Austrian Grand Prix,8,0.0,1.0
PER,Red Bull Racing,6.0,finished,0.0,British Grand Prix,9,0.0,1.0
PER,Red Bull Racing,3.0,finished,0.0,Hungarian Grand Prix,10,0.0,1.0
PER,Red Bull Racing,2.0,finished,0.0,Belgian Grand Prix,11,0.0,1.0
PER,Red Bull Racing,4.0,finished,0.0,Dutch Grand Prix,12,0.0,1.0
PER,Red Bull Racing,2.0,finished,0.0,Italian Grand Prix,13,0.0,1.0
PER,Red Bull Racing,8.0,finished,0.0,Singapore Grand Prix,14,0.0,1.0
PER,Red Bull Racing,,retired,1.0,Japanese Grand Prix,15,0.0,1.0
PER,Red Bull Racing,10.0,finished,0.0,Qatar Grand Prix,16,0.33384158673149655,0.6661584132685034
PER,Red Bull Racing,4.0,finished,0.0,United States Grand Prix,17,0.2224479978701656,0.7775520021298344
PER,Red Bull Racing,20.0,collision damage,0.0,Mexico City Grand Prix,18,0.14824845890897692,0.851751541091023
PER,Red Bull Racing,4.0,finished,0.0,Brazilian Grand Prix,19,0.09881000459915558,0.9011899954008444
PER,Red Bull Racing,3.0,finished,0.0,Las Vegas Grand Prix,20,0.06586342841973691,0.9341365715802631
PER,,,,0.0,Abu Dhabi Grand Prix,21,0.04390454983707305,0.956095450162927
PIA,McLaren,,retired,1.0,Bahrain Grand Prix,0,,
PIA,McLaren,15.0,finished,0.0,Saudi Arabian Grand Prix,1,1.0,0.0
PIA,McLaren,8.0,finished,0.0,Australian Grand Prix,2,0.4,0.6
PIA,McLaren,11.0,finished,0.0,Azerbaijan Grand Prix,3,0.2105263157894737,0.7894736842105263
PIA,McLaren,19.0,lapped,0.0,Miami Grand Prix,4,0.12307692307692311,0.8769230769230769
PIA,McLaren,10.0,lapped,0.0,Monaco Grand Prix,5,0.07582938388625594,0.9241706161137441
PIA,McLaren,13.0,lapped,0.0,Spanish Grand Prix,6,0.048120300751879716,0.9518796992481203
PIA,McLaren,11.0,finished,0.0,Canadian Grand Prix,7,0.03108305002428365,0.9689169499757163
PIA,McLaren,16.0,lapped,0.0,Austrian Grand Prix,8,0.020301348136399697,0.9796986518636003
PIA,McLaren,4.0,finished,0.0,British Grand Prix,9,0.013353502686349184,0.9866464973136508
PIA,McLaren,5.0,finished,0.0,Hungarian Grand Prix,10,0.00882378285221888,0.9911762171477811
PIA,McLaren,,retired,1.0,Belgian Grand Prix,11,0.005848120206283308,0.9941518797937167
PIA,McLaren,9.0,finished,0.0,Dutch Grand Prix,12,0.3398060093487186,0.6601939906512815
PIA,McLaren,12.0,finished,0.0,Italian Grand Prix,13,0.22595233306706697,0.774047666932933
PIA,McLaren,7.0,finished,0.0,Singapore Grand Prix,14,0.15037600294550502,0.849623997054495
PIA,McLaren,3.0,finished,0.0,Japanese Grand Prix,15,0.10013593748984975,0.8998640625101503
PIA,McLaren,2.0,finished,0.0,Qatar Grand Prix,16,0.06670639722939237,0.9332936027706076
PIA,McLaren,,retired,1.0,United States Grand Prix,17,0.044448340466176926,0.955551659533823
PIA,McLaren,8.0,finished,0.0,Mexico City Grand Prix,18,0.3631812275672373,0.6368187724327627
PIA,McLaren,14.0,lapped,0.0,Brazilian Grand Prix,19,0.2420661842311582,0.7579338157688418
PIA,McLaren,10.0,finished,0.0,Las Vegas Grand Prix,20,0.16135318344154786,0.8386468165584522
PIA,,,,0.0,Abu Dhabi Grand Prix,21,0.10755800379284484,0.8924419962071551
RIC,AlphaTauri,13.0,lapped,0.0,Hungarian Grand Prix,10,,
RIC,AlphaTauri,16.0,finished,0.0,Belgian Grand Prix,11,0.0,1.0
RIC,AlphaTauri,15.0,lapped,0.0,United States Grand Prix,17,0.0,1.0
RIC,AlphaTauri,7.0,finished,0.0,Mexico City Grand Prix,18,0.0,1.0
RIC,AlphaTauri,13.0,lapped,0.0,Brazilian Grand Prix,19,0.0,1.0
RIC,AlphaTauri,14.0,finished,0.0,Las Vegas Grand Prix,20,0.0,1.0
RIC,,,,0.0,Abu Dhabi Grand Prix,21,0.0,1.0
RUS,Mercedes,7.0,finished,0.0,Bahrain Grand Prix,0,,
RUS,Mercedes,4.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
RUS,Mercedes,,retired,1.0,Australian Grand Prix,2,0.0,1.0
RUS,Mercedes,8.0,finished,0.0,Azerbaijan Grand Prix,3,0.47368421052631565,0.5263157894736843
RUS,Mercedes,4.0,finished,0.0,Miami Grand Prix,4,0.2769230769230769,0.7230769230769232
RUS,Mercedes,5.0,finished,0.0,Monaco Grand Prix,5,0.17061611374407584,0.8293838862559242
