driver,team,position,status,dnf_flag,race,race_order,dnf_rate,reliability
LEC,Ferrari,3.0,finished,0.0,Belgian Grand Prix,13,0.013073321182172224,0.9869266788178278
LEC,Ferrari,,retired,1.0,Dutch Grand Prix,14,0.008700568646106181,0.9912994313538939
LEC,Ferrari,4.0,finished,0.0,Italian Grand Prix,15,0.3398900359936432,0.6601099640063568
LEC,Ferrari,9.0,finished,0.0,Azerbaijan Grand Prix,16,0.2264206070632999,0.7735793929367001
LEC,Ferrari,6.0,finished,0.0,Singapore Grand Prix,17,0.1508703909866321,0.8491296090133679
LEC,Ferrari,3.0,finished,0.0,United States Grand Prix,18,0.10054620932941534,0.8994537906705846
LEC,Ferrari,2.0,finished,0.0,Mexico City Grand Prix,19,0.06701568083326359,0.9329843191667364
LEC,Ferrari,,retired,1.0,Brazilian Grand Prix,20,0.044670400689358056,0.955329599310642
LEC,Ferrari,4.0,finished,0.0,Las Vegas Grand Prix,21,0.3631774565929491,0.6368225434070509
LEC,Ferrari,8.0,finished,0.0,Qatar Grand Prix,22,0.24210212180722493,0.7578978781927751
LEC,,,,0.0,Abu Dhabi Grand Prix,23,0.16139422307793608,0.838605776922064
NOR,McLaren,3.0,finished,0.0,Bahrain Grand Prix,0,,
NOR,McLaren,4.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
NOR,McLaren,1.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
NOR,McLaren,2.0,finished,0.0,Japanese Grand Prix,3,0.0,1.0
NOR,McLaren,2.0,finished,0.0,Chinese Grand Prix,4,0.0,1.0
NOR,McLaren,2.0,,0.0,Miami Grand Prix,5,0.0,1.0
NOR,McLaren,2.0,finished,0.0,Emilia Romagna Grand Prix,6,0.0,1.0
NOR,McLaren,1.0,finished,0.0,Monaco Grand Prix,7,0.0,1.0
NOR,McLaren,,retired,1.0,Canadian Grand Prix,8,0.0,1.0
NOR,McLaren,2.0,finished,0.0,Spanish Grand Prix,9,0.3422356684575661,0.657764331542434
NOR,McLaren,1.0,finished,0.0,Austrian Grand Prix,10,0.22614390348987504,0.773856096510125
NOR,McLaren,1.0,finished,0.0,British Grand Prix,11,0.14988092450556542,0.8501190754944346
NOR,McLaren,1.0,finished,0.0,Hungarian Grand Prix,12,0.09953256407095926,0.9004674359290408
NOR,McLaren,2.0,finished,0.0,Belgian Grand Prix,13,0.06618368848474686,0.9338163115152531
NOR,McLaren,,retired,1.0,Dutch Grand Prix,14,0.044046628770912526,0.9559533712290875
NOR,McLaren,2.0,finished,0.0,Italian Grand Prix,15,0.36342710838446035,0.6365728916155396
NOR,McLaren,7.0,finished,0.0,Azerbaijan Grand Prix,16,0.24210002586015256,0.7578999741398474
NOR,McLaren,3.0,finished,0.0,Singapore Grand Prix,17,0.16131802680479318,0.8386819731952069
NOR,McLaren,2.0,finished,0.0,United States Grand Prix,18,0.10750894185168605,0.892491058148314
NOR,McLaren,1.0,finished,0.0,Mexico City Grand Prix,19,0.07165645509568393,0.928343544904316
NOR,McLaren,1.0,finished,0.0,Brazilian Grand Prix,20,0.047763784853087674,0.9522362151469124
NOR,McLaren,,disqualified,1.0,Las Vegas Grand Prix,21,0.03183933060886962,0.9681606693911304
NOR,McLaren,4.0,finished,0.0,Qatar Grand Prix,22,0.35460269338081346,0.6453973066191865
NOR,,,,0.0,Abu Dhabi Grand Prix,23,0.2363912623826995,0.7636087376173005
OCO,Haas F1 Team,8.0,finished,0.0,Bahrain Grand Prix,0,,
OCO,Haas F1 Team,14.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
OCO,Haas F1 Team,13.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
OCO,Haas F1 Team,18.0,finished,0.0,Japanese Grand Prix,3,0.0,1.0
OCO,Haas F1 Team,5.0,finished,0.0,Chinese Grand Prix,4,0.0,1.0
OCO,Haas F1 Team,12.0,,0.0,Miami Grand Prix,5,0.0,1.0
OCO,Haas F1 Team,,retired,1.0,Emilia Romagna Grand Prix,6,0.0,1.0
OCO,Haas F1 Team,7.0,lapped,0.0,Monaco Grand Prix,7,0.35405536668285575,0.6459446333171442
OCO,Haas F1 Team,9.0,lapped,0.0,Canadian Grand Prix,8,0.23124504361617768,0.7687549563838223
OCO,Haas F1 Team,16.0,finished,0.0,Spanish Grand Prix,9,0.1521047415366961,0.8478952584633039
OCO,Haas F1 Team,10.0,lapped,0.0,Austrian Grand Prix,10,0.10050840155105562,0.8994915984489444
OCO,Haas F1 Team,13.0,finished,0.0,British Grand Prix,11,0.06661374422469578,0.9333862557753042
OCO,Haas F1 Team,16.0,lapped,0.0,Hungarian Grand Prix,12,0.04423669514264858,0.9557633048573514
OCO,Haas F1 Team,15.0,finished,0.0,Belgian Grand Prix,13,0.02941497265988751,0.9705850273401125
OCO,Haas F1 Team,10.0,finished,0.0,Dutch Grand Prix,14,0.019576279453738913,0.980423720546261
OCO,Haas F1 Team,15.0,lapped,0.0,Italian Grand Prix,15,0.013035917016452564,0.9869640829835474
OCO,Haas F1 Team,14.0,finished,0.0,Azerbaijan Grand Prix,16,0.008683985795179924,0.9913160142048201
OCO,Haas F1 Team,18.0,lapped,0.0,Singapore Grand Prix,17,0.005786382914673826,0.9942136170853262
OCO,Haas F1 Team,15.0,finished,0.0,United States Grand Prix,18,0.003856282627719162,0.9961437173722808
OCO,Haas F1 Team,9.0,finished,0.0,Mexico City Grand Prix,19,0.002570274976109725,0.9974297250238903
OCO,Haas F1 Team,12.0,finished,0.0,Brazilian Grand Prix,20,0.0017132589214502536,0.9982867410785498
OCO,Haas F1 Team,9.0,finished,0.0,Las Vegas Grand Prix,21,0.0011420580966611507,0.9988579419033389
OCO,Haas F1 Team,15.0,lapped,0.0,Qatar Grand Prix,22,0.0007613211762168428,0.9992386788237831
OCO,,,,0.0,Abu Dhabi Grand Prix,23,0.0005075248363421447,0.9994924751636578
PIA,McLaren,1.0,finished,0.0,Bahrain Grand Prix,0,,
PIA,McLaren,1.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
PIA,McLaren,9.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
PIA,McLaren,3.0,finished,0.0,Japanese Grand Prix,3,0.0,1.0
PIA,McLaren,1.0,finished,0.0,Chinese Grand Prix,4,0.0,1.0
PIA,McLaren,1.0,,0.0,Miami Grand Prix,5,0.0,1.0
PIA,McLaren,3.0,finished,0.0,Emilia Romagna Grand Prix,6,0.0,1.0
PIA,McLaren,3.0,finished,0.0,Monaco Grand Prix,7,0.0,1.0
PIA,McLaren,4.0,finished,0.0,Canadian Grand Prix,8,0.0,1.0
PIA,McLaren,1.0,finished,0.0,Spanish Grand Prix,9,0.0,1.0
PIA,McLaren,2.0,finished,0.0,Austrian Grand Prix,10,0.0,1.0
PIA,McLaren,2.0,finished,0.0,British Grand Prix,11,0.0,1.0
PIA,McLaren,2.0,finished,0.0,Hungarian Grand Prix,12,0.0,1.0
PIA,McLaren,1.0,finished,0.0,Belgian Grand Prix,13,0.0,1.0
PIA,McLaren,1.0,finished,0.0,Dutch Grand Prix,14,0.0,1.0
PIA,McLaren,3.0,finished,0.0,Italian Grand Prix,15,0.0,1.0
PIA,McLaren,,retired,1.0,Azerbaijan Grand Prix,16,0.0,1.0
PIA,McLaren,4.0,finished,0.0,Singapore Grand Prix,17,0.33367199680524834,0.6663280031947516
PIA,McLaren,5.0,finished,0.0,United States Grand Prix,18,0.22237268836346533,0.7776273116365346
PIA,McLaren,5.0,finished,0.0,Mexico City Grand Prix,19,0.14821500689873335,0.8517849931012667
PIA,McLaren,5.0,finished,0.0,Brazilian Grand Prix,20,0.09879514262960536,0.9012048573703947
PIA,McLaren,,disqualified,1.0,Las Vegas Grand Prix,21,0.06585682475560956,0.9341431752443905
PIA,McLaren,2.0,finished,0.0,Qatar Grand Prix,22,0.37727950704857705,0.622720492951423
PIA,,,,0.0,Abu Dhabi Grand Prix,23,0.2515084645636289,0.748491535436371
RUS,Mercedes,2.0,finished,0.0,Bahrain Grand Prix,0,,
RUS,Mercedes,5.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
RUS,Mercedes,3.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
RUS,Mercedes,5.0,finished,0.0,Japanese Grand Prix,3,0.0,1.0
RUS,Mercedes,3.0,finished,0.0,Chinese Grand Prix,4,0.0,1.0
RUS,Mercedes,3.0,,0.0,Miami Grand Prix,5,0.0,1.0
RUS,Mercedes,7.0,finished,0.0,Emilia Romagna Grand Prix,6,0.0,1.0
RUS,Mercedes,11.0,lapped,0.0,Monaco Grand Prix,7,0.0,1.0
RUS,Mercedes,1.0,finished,0.0,Canadian Grand Prix,8,0.0,1.0
RUS,Mercedes,4.0,finished,0.0,Spanish Grand Prix,9,0.0,1.0
RUS,Mercedes,5.0,finished,0.0,Austrian Grand Prix,10,0.0,1.0
RUS,Mercedes,10.0,finished,0.0,British Grand Prix,11,0.0,1.0
RUS,Mercedes,3.0,finished,0.0,Hungarian Grand Prix,12,0.0,1.0
RUS,Mercedes,5.0,finished,0.0,Belgian Grand Prix,13,0.0,1.0
RUS,Mercedes,4.0,finished,0.0,Dutch Grand Prix,14,0.0,1.0
RUS,Mercedes,5.0,finished,0.0,Italian Grand Prix,15,0.0,1.0
RUS,Mercedes,2.0,finished,0.0,Azerbaijan Grand Prix,16,0.0,1.0
RUS,Mercedes,1.0,finished,0.0,Singapore Grand Prix,17,0.0,1.0
RUS,Mercedes,6.0,finished,0.0,United States Grand Prix,18,0.0,1.0
RUS,Mercedes,7.0,finished,0.0,Mexico City Grand Prix,19,0.0,1.0
RUS,Mercedes,4.0,finished,0.0,Brazilian Grand Prix,20,0.0,1.0
RUS,Mercedes,2.0,finished,0.0,Las Vegas Grand Prix,21,0.0,1.0
RUS,Mercedes,6.0,finished,0.0,Qatar Grand Prix,22,0.0,1.0
RUS,,,,0.0,Abu Dhabi Grand Prix,23,0.0,1.0
SAI,Williams,,retired,1.0,Bahrain Grand Prix,0,,
SAI,Williams,8.0,finished,0.0,Saudi Arabian Grand Prix,1,1.0,0.0
SAI,Williams,,retired,1.0,Australian Grand Prix,2,0.4,0.6
SAI,Williams,14.0,finished,0.0,Japanese Grand Prix,3,0.6842105263157894,0.3157894736842106
SAI,Williams,10.0,finished,0.0,Chinese Grand Prix,4,0.39999999999999997,0.6000000000000001
SAI,Williams,9.0,,0.0,Miami Grand Prix,5,0.24644549763033177,0.7535545023696683
SAI,Williams,8.0,finished,0.0,Emilia Romagna Grand Prix,6,0.15639097744360905,0.8436090225563909
SAI,Williams,10.0,lapped,0.0,Monaco Grand Prix,7,0.10101991257892183,0.8989800874210782
SAI,Williams,10.0,lapped,0.0,Canadian Grand Prix,8,0.065979381443299,0.934020618556701
SAI,Williams,14.0,finished,0.0,Spanish Grand Prix,9,0.04339888373063484,0.9566011162693652
SAI,Williams,,did not start,1.0,Austrian Grand Prix,10,0.02867729426971135,0.9713227057302887
SAI,Williams,12.0,finished,0.0,British Grand Prix,11,0.3562384708079429,0.6437615291920571
SAI,Williams,14.0,lapped,0.0,Hungarian Grand Prix,12,0.23656998738965954,0.7634300126103405
SAI,Williams,18.0,finished,0.0,Belgian Grand Prix,13,0.1573060484915811,0.8426939515084189
SAI,Williams,13.0,finished,0.0,Dutch Grand Prix,14,0.1046904649764979,0.8953095350235021
SAI,Williams,11.0,finished,0.0,Italian Grand Prix,15,0.06971376849582143,0.9302862315041786
SAI,Williams,3.0,finished,0.0,Azerbaijan Grand Prix,16,0.0464404134041442,0.9535595865958558
SAI,Williams,10.0,lapped,0.0,Singapore Grand Prix,17,0.030944547931122186,0.9690554520688778
SAI,Williams,,retired,1.0,United States Grand Prix,18,0.020622714460668563,0.9793772855393315
SAI,Williams,,retired,1.0,Mexico City Grand Prix,19,0.34722913950918666,0.6527708604908133
SAI,Williams,13.0,finished,0.0,Brazilian Grand Prix,20,0.564884881659097,0.435115118340903
SAI,Williams,5.0,finished,0.0,Las Vegas Grand Prix,21,0.3765521630753579,0.6234478369246421
SAI,Williams,3.0,finished,0.0,Qatar Grand Prix,22,0.25101799684065035,0.7489820031593497
SAI,,,,0.0,Abu Dhabi Grand Prix,23,0.16733787492756938,0.8326621250724306
STR,Aston Martin,17.0,finished,0.0,Bahrain Grand Prix,0,,
STR,Aston Martin,16.0,lapped,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
STR,Aston Martin,6.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
STR,Aston Martin,20.0,lapped,0.0,Japanese Grand Prix,3,0.0,1.0
STR,Aston Martin,9.0,finished,0.0,Chinese Grand Prix,4,0.0,1.0
STR,Aston Martin,16.0,,0.0,Miami Grand Prix,5,0.0,1.0
STR,Aston Martin,15.0,finished,0.0,Emilia Romagna Grand Prix,6,0.0,1.0
STR,Aston Martin,15.0,lapped,0.0,Monaco Grand Prix,7,0.0,1.0
STR,Aston Martin,17.0,lapped,0.0,Canadian Grand Prix,8,0.0,1.0
STR,Aston Martin,14.0,lapped,0.0,Austrian Grand Prix,10,0.0,1.0
STR,Aston Martin,7.0,finished,0.0,British Grand Prix,11,0.0,1.0
STR,Aston Martin,7.0,finished,0.0,Hungarian Grand Prix,12,0.0,1.0
STR,Aston Martin,14.0,finished,0.0,Belgian Grand Prix,13,0.0,1.0
STR,Aston Martin,7.0,finished,0.0,Dutch Grand Prix,14,0.0,1.0
STR,Aston Martin,18.0,lapped,0.0,Italian Grand Prix,15,0.0,1.0
STR,Aston Martin,17.0,finished,0.0,Azerbaijan Grand Prix,16,0.0,1.0
STR,Aston Martin,13.0,lapped,0.0,Singapore Grand Prix,17,0.0,1.0
STR,Aston Martin,12.0,finished,0.0,United States Grand Prix,18,0.0,1.0
STR,Aston Martin,14.0,lapped,0.0,Mexico City Grand Prix,19,0.0,1.0
STR,Aston Martin,16.0,finished,0.0,Brazilian Grand Prix,20,0.0,1.0
STR,Aston Martin,,retired,1.0,Las Vegas Grand Prix,21,0.0,1.0
STR,Aston Martin,,retired,1.0,Qatar Grand Prix,22,0.3334001753252732,0.6665998246747268
STR,,,,0.0,Abu Dhabi Grand Prix,23,0.5556298194715407,0.44437018052845934
TSU,Red Bull Racing,9.0,finished,0.0,Bahrain Grand Prix,0,,
TSU,Red Bull Racing,,retired,1.0,Saudi Arabian Grand Prix,1,0.0,1.0
TSU,Racing Bulls,12.0,finished,0.0,Australian Grand Prix,2,0.6,0.4
TSU,Red Bull Racing,12.0,finished,0.0,Japanese Grand Prix,3,0.31578947368421056,0.6842105263157894
TSU,Racing Bulls,16.0,lapped,0.0,Chinese Grand Prix,4,0.18461538461538465,0.8153846153846154
TSU,Red Bull Racing,10.0,,0.0,Miami Grand Prix,5,0.11374407582938392,0.886255924170616
TSU,Red Bull Racing,10.0,finished,0.0,Emilia Romagna Grand Prix,6,0.07218045112781958,0.9278195488721804
TSU,Red Bull Racing,17.0,lapped,0.0,Monaco Grand Prix,7,0.04662457503642548,0.9533754249635745
TSU,Red Bull Racing,12.0,lapped,0.0,Canadian Grand Prix,8,0.030452022204599548,0.9695479777954005
TSU,Red Bull Racing,13.0,finished,0.0,Spanish Grand Prix,9,0.02003025402952378,0.9799697459704763
TSU,Red Bull Racing,16.0,lapped,0.0,Austrian Grand Prix,10,0.013235674278328322,0.9867643257216717
TSU,Red Bull Racing,15.0,lapped,0.0,British Grand Prix,11,0.008772180309424964,0.991227819690575
TSU,Red Bull Racing,17.0,lapped,0.0,Hungarian Grand Prix,12,0.00582540841384673,0.9941745915861533
TSU,Red Bull Racing,13.0,finished,0.0,Belgian Grand Prix,13,0.003873576646569551,0.9961264233534305
TSU,Red Bull Racing,9.0,finished,0.0,Dutch Grand Prix,14,0.0025779462655129443,0.997422053734487
TSU,Red Bull Racing,13.0,finished,0.0,Italian Grand Prix,15,0.001716663969244783,0.9982833360307553
TSU,Red Bull Racing,6.0,finished,0.0,Azerbaijan Grand Prix,16,0.0011435701458673156,0.9988564298541327
TSU,Red Bull Racing,12.0,lapped,0.0,Singapore Grand Prix,17,0.0007619928118088994,0.9992380071881911
TSU,Red Bull Racing,7.0,finished,0.0,United States Grand Prix,18,0.0005078232266955278,0.9994921767733045
TSU,Red Bull Racing,11.0,finished,0.0,Mexico City Grand Prix,19,0.0003384724248374948,0.9996615275751625
TSU,Red Bull Racing,17.0,finished,0.0,Brazilian Grand Prix,20,0.00022561434356546559,0.9997743856564345
TSU,Red Bull Racing,12.0,finished,0.0,Las Vegas Grand Prix,21,0.00015039448186484296,0.9998496055181352
TSU,Red Bull Racing,10.0,finished,0.0,Qatar Grand Prix,22,0.00010025628657999581,0.99989974371342
TSU,,,,0.0,Abu Dhabi Grand Prix,23,6.683454634958289e-05,0.9999331654536504
VER,Red Bull Racing,6.0,finished,0.0,Bahrain Grand Prix,0,,
VER,Red Bull Racing,2.0,finished,0.0,Saudi Arabian Grand Prix,1,0.0,1.0
VER,Red Bull Racing,2.0,finished,0.0,Australian Grand Prix,2,0.0,1.0
VER,Red Bull Racing,1.0,finished,0.0,Japanese Grand Prix,3,0.0,1.0
VER,Red Bull Racing,4.0,finished,0.0,Chinese Grand Prix,4,0.0,1.0
VER,Red Bull Racing,4.0,,0.0,Miami Grand Prix,5,0.0,1.0
VER,Red Bull Racing,1.0,finished,0.0,Emilia Romagna Grand Prix,6,0.0,1.0
VER,Red Bull Racing,4.0,finished,0.0,Monaco Grand Prix,7,0.0,1.0
VER,Red Bull Racing,2.0,finished,0.0,Canadian Grand Prix,8,0.0,1.0
VER,Red Bull Racing,10.0,finished,0.0,Spanish Grand Prix,9,0.0,1.0
VER,Red Bull Racing,,retired,1.0,Austrian Grand Prix,10,0.0,1.0
VER,Red Bull Racing,5.0,finished,0.0,British Grand Prix,11,0.33723208013752215,0.6627679198624779
VER,Red Bull Racing,9.0,finished,0.0,Hungarian Grand Prix,12,0.2239482691596583,0.7760517308403417
VER,Red Bull Racing,4.0,finished,0.0,Belgian Grand Prix,13,0.1489132990906804,0.8510867009093196
VER,Red Bull Racing,2.0,finished,0.0,Dutch Grand Prix,14,0.09910491473455317,0.9008950852654468
VER,Red Bull Racing,1.0,finished,0.0,Italian Grand Prix,15,0.06599432989579106,0.934005670104209
VER,Red Bull Racing,1.0,finished,0.0,Azerbaijan Grand Prix,16,0.04396267808809833,0.9560373219119017
VER,Red Bull Racing,2.0,finished,0.0,Singapore Grand Prix,17,0.029293563505536222,0.9707064364944638
VER,Red Bull Racing,1.0,finished,0.0,United States Grand Prix,18,0.01952243080282824,0.9804775691971718
VER,Red Bull Racing,3.0,finished,0.0,Mexico City Grand Prix,19,0.01301201706655547,0.9869879829334445
VER,Red Bull Racing,3.0,finished,0.0,Brazilian Grand Prix,20,0.0086733732898419,0.9913266267101581
VER,Red Bull Racing,1.0,finished,0.0,Las Vegas Grand Prix,21,0.00578166911434707,0.9942183308856529
VER,Red Bull Racing,1.0,finished,0.0,Qatar Grand Prix,22,0.003854188454597763,0.9961458115454023
VER,,,,0.0,Abu Dhabi Grand Prix,23,0.002569344483982105,0.997430655516018
